,Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total)
480,Ed Davis,2017-18,10,7.092,9,1.556,141
481,Robert Williams III,2020-21,10,8.130,8,1.750,123
482,Mike Scott,2015-16,10,3.215,8,0.875,311
483,Marcus Smart,2017-18,10,1.125,8,0.889,889
484,Alexis Ajinca,2014-15,10,50.000,9,1.444,20
485,LeBron James,2013-14,10,0.735,8,1.000,1361
486,Jae Crowder,2015-16,10,2.506,9,0.889,399
487,LeBron James,2020-21,10,2.024,8,1.250,494
488,Tarik Black,2017-18,10,25.641,9,1.100,39
489,Deyonta Davis,2016-17,10,45.455,9,0.889,22
490,Joffrey Lauvergne,2016-17,10,20.408,9,0.444,49
491,Klay Thompson,2015-16,10,0.585,10,0.400,1710
492,Kawhi Leonard,2018-19,9,0.483,9,0.667,1863
493,David Lee,2015-16,9,14.516,7,0.875,62
494,Nikola Mirotic,2014-15,9,2.980,9,0.667,302
495,Meyers Leonard,2019-20,9,14.754,9,1.222,61
496,Paul Millsap,2019-20,9,1.022,7,0.857,881
497,Paul Pierce,2014-15,9,1.563,8,0.500,576
498,Mamadi Diakite,2020-21,9,12.329,8,0.250,73
499,Joel Freeland,2013-14,9,22.500,8,0.250,40
500,JR Smith,2017-18,9,0.670,8,0.500,1344
501,Pascal Siakam,2017-18,9,2.624,8,0.250,343
502,Duncan Robinson,2019-20,9,0.759,8,1.375,1186
503,Juwan Morgan,2019-20,9,5.389,9,1.444,167
504,Richaun Holmes,2017-18,9,40.909,9,0.889,22
505,Bobby Portis,2016-17,9,3.830,9,1.111,235
506,Marcus Smart,2019-20,9,0.703,8,1.125,1280
507,Dewayne Dedmon,2020-21,9,7.759,8,0.875,116
508,Ante Zizic,2017-18,9,21.951,9,1.000,41
509,Domantas Sabonis,2016-17,9,69.231,7,0.571,13
510,Guerschon Yabusele,2017-18,9,9.783,8,0.875,92
511,Gordon Hayward,2019-20,8,2.532,6,2.000,316
512,Jakob Poeltl,2016-17,8,16.327,7,0.714,49
513,Bol Bol,2019-20,8,19.048,7,0.429,42
514,LeBron James,2015-16,8,0.521,8,1.250,1536
515,Joe Johnson,2014-15,8,1.663,8,0.875,481
516,Thon Maker,2018-19,8,5.479,8,1.500,146
517,Patrick Beverley,2020-21,8,1.270,7,1.000,630
518,Ekpe Udoh,2014-15,8,33.333,7,0.571,24
519,Mike Scott,2018-19,8,1.980,7,0.714,404
520,Cheick Diallo,2017-18,8,7.692,8,0.500,104
521,Tiago Splitter,2014-15,8,3.347,8,0.625,239
522,Ersan Ilyasova,2016-17,8,4.167,8,0.625,192
523,Tyler Zeller,2015-16,8,10.811,7,0.286,74
524,Paul George,2019-20,8,0.825,8,0.250,970
525,Rudy Gay,2018-19,8,2.326,7,0.571,344
526,Jeff Ayres,2014-15,8,36.364,8,0.625,22
527,Pat Connaughton,2019-20,7,1.902,7,0.714,368
528,Davis Bertans,2017-18,7,4.242,5,0.400,165
529,Dirk Nowitzki,2015-16,7,2.160,6,1.000,324
530,Fred VanVleet,2019-20,7,0.810,7,0.571,864
531,JaKarr Sampson,2019-20,7,7.292,5,1.000,96
532,Marcus Smart,2016-17,7,0.667,7,0.571,1050
533,James Harden,2013-14,7,1.400,5,0.800,500
534,Chris Copeland,2013-14,7,4.605,7,1.143,152
535,Andre Iguodala,2018-19,7,0.546,7,1.429,1282
536,P.J. Washington,2020-21,7,10.606,6,0.333,66
537,Nemanja Bjelica,2020-21,7,11.864,6,1.500,59
538,Brandon Bass,2014-15,7,4.167,6,0.667,168
539,Meyers Leonard,2013-14,7,50.000,6,0.571,14
540,Joel Anthony,2016-17,7,21.212,5,0.500,33
541,Andre Iguodala,2015-16,7,0.453,6,0.833,1544
542,JaMychal Green,2016-17,7,3.333,7,0.571,210
543,Carmelo Anthony,2020-21,7,2.545,6,1.833,275
544,Damian Jones,2016-17,7,16.667,6,1.333,42
545,Kyle Lowry,2019-20,7,0.852,7,0.857,822
546,Jayson Tatum,2019-20,7,0.512,5,0.400,1366
547,James Jones,2015-16,7,6.863,7,0.429,102
548,Jaylen Hoard,2019-20,7,8.333,6,1.167,84
549,Caron Butler,2013-14,6,0.751,6,1.167,799
550,Avery Bradley,2016-17,6,0.482,4,2.000,1246
551,Lavoy Allen,2013-14,6,20.690,5,1.200,29
552,Ben Simmons,2020-21,6,0.711,5,1.600,844
553,Jonas Jerebko,2018-19,6,2.597,4,1.750,231
554,Klay Thompson,2016-17,6,0.490,6,1.500,1224
555,Iman Shumpert,2014-15,6,0.459,6,1.500,1306
556,Ben Simmons,2017-18,6,0.798,5,1.800,752
557,Khris Middleton,2020-21,6,0.325,5,1.000,1848
558,Lucas Nogueira,2015-16,6,11.321,5,0.400,53
559,Dion Waiters,2015-16,6,0.624,6,0.500,962
560,Kyle Korver,2017-18,6,0.625,4,1.250,960
561,Patrick Patterson,2013-14,6,1.596,6,1.000,376
562,Manu Ginobili,2013-14,6,0.525,5,0.400,1142
563,Miles Plumlee,2014-15,6,20.000,5,0.400,30
564,Kevin Durant,2015-16,6,0.418,6,0.333,1436
565,Royce O'Neale,2019-20,6,1.268,4,2.500,473
566,Brandon Bass,2016-17,6,75.000,3,1.000,8
567,John Henson,2016-17,6,27.273,6,1.000,22
568,Torrey Craig,2020-21,6,1.132,6,1.333,530
569,Reggie Jackson,2013-14,6,0.589,5,1.400,1019
570,Matt Bonner,2013-14,6,2.390,6,1.167,251
571,Hedo Turkoglu,2014-15,6,5.769,3,0.667,104
572,Patrick McCaw,2018-19,6,5.505,6,0.667,109
573,Tyler Herro,2019-20,6,0.433,6,0.667,1385
574,Eric Gordon,2017-18,6,0.544,6,0.667,1102
575,Eric Gordon,2019-20,6,0.711,5,1.000,844
576,Grant Williams,2020-21,6,5.217,6,1.500,115
577,Joe Harris,2020-21,6,0.697,5,0.600,861
578,Jerami Grant,2016-17,6,2.643,6,1.500,227
579,Luc Mbah a Moute,2017-18,6,1.954,6,0.500,307
580,Jerome Jordan,2014-15,6,75.000,4,0.500,8
581,Danuel House Jr.,2019-20,6,1.060,5,0.000,566
582,Lance Thomas,2019-20,5,13.889,4,2.000,36
583,Chris Paul,2018-19,5,0.630,5,0.600,794
584,Gerald Green,2017-18,5,0.928,5,1.400,539
585,Brandon Clarke,2019-20,5,9.091,4,1.750,55
586,Jayson Tatum,2017-18,5,0.380,5,0.400,1317
587,Shaun Livingston,2015-16,5,0.479,5,0.800,1043
588,Jarell Martin,2015-16,5,5.682,5,0.600,88
589,Alex Caruso,2019-20,5,0.480,4,0.750,1041
590,Richard Jefferson,2015-16,5,0.693,4,1.000,721
591,Paul Reed,2020-21,5,26.316,5,0.800,19
592,Stephen Curry,2015-16,5,0.404,3,0.667,1239
593,Pat Connaughton,2018-19,5,0.725,5,1.200,690
594,James Michael McAdoo,2016-17,5,4.386,4,0.000,114
595,Gordon Hayward,2016-17,5,0.627,3,0.000,798
596,Joey Dorsey,2014-15,5,18.519,5,0.400,27
597,Drew Eubanks,2020-21,5,83.333,5,1.600,6
598,Anthony Davis,2014-15,5,1.506,4,0.000,332
599,Rodney Hood,2017-18,5,1.035,5,0.800,483
600,Shaun Livingston,2017-18,5,0.691,5,1.400,724
601,Goran Dragic,2019-20,5,0.457,4,0.750,1093
602,Kawhi Leonard,2013-14,5,0.355,5,0.600,1409
603,Dorell Wright,2015-16,5,13.889,5,1.600,36
604,Stephen Curry,2018-19,5,0.290,5,1.000,1727
605,Andre Iguodala,2016-17,5,0.582,3,0.667,859
606,JR Smith,2016-17,5,0.515,4,0.250,971
607,Shaun Livingston,2016-17,5,1.064,5,0.600,470
608,Luke Kornet,2020-21,5,23.810,5,1.600,21
609,Khris Middleton,2017-18,5,0.965,5,1.000,518
610,Damian Jones,2018-19,5,27.778,4,1.250,18
611,Jamal Murray,2019-20,5,0.343,4,1.500,1456
612,Andre Iguodala,2014-15,5,0.405,4,1.000,1235
613,Brad Wanamaker,2019-20,5,0.916,5,1.600,546
