,Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total)
731,Ersan Ilyasova,2014-15,294,10.374,245,0.810,2834
732,Andrew Bynum,2013-14,292,29.347,252,0.981,995
733,Ivan Rabb,2018-19,292,20.236,251,0.917,1443
734,Pau Gasol,2018-19,292,38.933,254,0.942,750
735,Omari Spellman,2019-20,292,16.009,254,1.027,1824
736,Naz Reid,2019-20,291,27.427,243,1.065,1061
737,Nerlens Noel,2017-18,290,30.494,246,1.016,951
738,Lucas Nogueira,2017-18,290,32.768,239,0.950,885
739,Jeff Green,2020-21,290,7.049,255,1.043,4114
740,Jeff Withey,2016-17,290,32.694,252,1.059,887
741,Nicolo Melli,2019-20,290,13.218,235,0.903,2194
742,Lavoy Allen,2015-16,289,8.967,253,0.833,3223
743,Vitor Faverani,2013-14,288,30.736,242,0.794,937
744,P.J. Tucker,2020-21,287,6.824,249,1.008,4206
745,Eric Paschall,2020-21,287,19.698,247,0.944,1457
746,Richaun Holmes,2015-16,287,20.098,261,1.046,1428
747,Ivica Zubac,2017-18,285,34.337,235,0.829,830
748,Carmelo Anthony,2017-18,285,5.363,244,0.898,5314
749,Maxi Kleber,2017-18,285,11.885,251,0.957,2398
750,Nazr Mohammed,2013-14,284,27.626,257,0.760,1028
751,Kevin Garnett,2014-15,283,15.448,237,0.958,1832
752,Jahlil Okafor,2020-21,283,40.028,239,0.883,707
753,Paul Pierce,2013-14,283,6.180,227,0.939,4579
754,Markieff Morris,2016-17,279,5.042,245,1.036,5534
755,Noah Vonleh,2016-17,277,10.203,246,0.900,2715
756,Dante Cunningham,2017-18,277,8.505,245,1.061,3257
757,Noah Vonleh,2019-20,276,34.074,237,0.846,810
758,Carl Landry,2014-15,276,11.770,242,0.888,2345
759,Jon Leuer,2015-16,274,10.633,246,0.758,2577
760,Marquese Chriss,2016-17,274,7.720,247,1.156,3549
761,Ersan Ilyasova,2017-18,274,6.830,238,0.884,4012
762,Julius Randle,2019-20,273,6.430,238,0.913,4246
763,Reggie Evans,2013-14,272,15.944,235,0.996,1706
764,Bobby Portis,2015-16,272,12.489,244,0.906,2178
765,Chris Kaman,2013-14,271,17.900,249,0.936,1514
766,Ryan Anderson,2017-18,270,7.355,231,0.983,3671
767,Giannis Antetokounmpo,2017-18,270,4.545,233,0.991,5941
768,Dwight Howard,2018-19,269,55.579,221,0.889,484
769,Willie Reed,2017-18,269,30.089,228,0.991,894
770,Brandon Clarke,2019-20,268,9.348,231,0.991,2867
771,Larry Nance Jr.,2016-17,268,9.131,231,0.991,2935
772,Jeff Adrien,2013-14,266,14.347,237,0.878,1854
773,Giannis Antetokounmpo,2018-19,263,4.304,217,0.835,6111
774,Trevor Booker,2016-17,262,7.232,227,0.978,3623
775,Lauri Markkanen,2020-21,262,9.725,226,1.048,2694
776,Giannis Antetokounmpo,2019-20,260,5.543,224,0.816,4691
777,Maxi Kleber,2020-21,260,8.436,226,0.965,3082
778,Jeff Green,2018-19,258,5.949,235,0.941,4337
779,Joakim Noah,2015-16,258,20.219,217,0.914,1276
780,Willie Reed,2015-16,257,30.632,224,1.022,839
781,Ekpe Udoh,2018-19,257,37.192,218,1.082,691
782,Andrew Bogut,2018-19,256,39.875,204,0.856,642
783,Jerami Grant,2017-18,256,7.312,228,0.887,3501
784,Josh McRoberts,2013-14,256,5.478,204,0.913,4673
785,Domantas Sabonis,2016-17,256,7.870,210,0.944,3253
786,Timofey Mozgov,2017-18,255,34.789,212,0.967,733
787,Julius Randle,2015-16,255,5.617,233,0.944,4540
788,Cheick Diallo,2017-18,255,19.481,228,0.961,1309
789,Jahlil Okafor,2017-18,255,36.850,219,1.063,692
790,Nemanja Bjelica,2019-20,254,6.258,212,1.084,4059
791,Jerome Jordan,2014-15,253,33.733,219,0.946,750
792,Luis Scola,2014-15,253,7.818,202,0.623,3236
793,Thomas Bryant,2020-21,252,42.282,218,0.937,596
794,Terrence Jones,2014-15,252,9.663,222,0.817,2608
795,Ekpe Udoh,2013-14,251,16.623,216,0.991,1510
796,Donatas Motiejunas,2013-14,251,12.945,211,0.967,1939
797,Carl Landry,2015-16,250,21.683,214,1.079,1153
798,Luis Scola,2013-14,249,7.917,211,0.792,3145
799,Lauri Markkanen,2019-20,249,8.056,215,0.862,3091
800,Emeka Okafor,2017-18,248,32.166,212,0.837,771
801,JaMychal Green,2019-20,246,7.647,206,1.072,3217
802,Tarik Black,2015-16,245,25.468,211,0.841,962
803,Salah Mejri,2015-16,245,26.953,208,0.864,909
804,Kyle O'Quinn,2018-19,245,31.613,217,0.854,775
805,Trevor Booker,2017-18,244,9.931,217,0.862,2457
806,Brandan Wright,2017-18,243,32.574,198,0.871,746
807,Jeff Withey,2013-14,243,18.437,210,0.840,1318
808,Blake Griffin,2016-17,240,5.570,211,0.967,4309
809,Miroslav Raduljica,2013-14,240,27.180,204,0.870,883
810,Udonis Haslem,2015-16,238,35.952,204,0.956,662
811,Julius Randle,2020-21,236,4.173,201,0.786,5656
812,Blake Griffin,2018-19,235,4.345,194,0.892,5409
813,Boris Diaw,2013-14,234,4.610,195,0.900,5076
814,Andrea Bargnani,2014-15,234,15.538,203,0.951,1506
815,Joffrey Lauvergne,2016-17,234,11.718,198,0.869,1997
816,Johnathan Williams,2018-19,233,30.339,200,1.005,768
817,Joel Freeland,2014-15,231,18.826,200,0.672,1227
818,Larry Nance Jr.,2019-20,230,7.718,207,0.933,2980
819,Ryan Hollins,2015-16,230,26.166,193,1.036,879
820,Elton Brand,2014-15,229,24.080,201,0.931,951
821,Ryan Hollins,2013-14,229,22.946,193,0.759,998
822,Mike Muscala,2014-15,228,19.554,197,0.706,1166
823,Furkan Aldemir,2014-15,228,21.714,205,0.913,1050
824,Georgios Papagiannis,2016-17,227,32.756,201,0.975,693
825,Dragan Bender,2018-19,225,12.953,199,0.910,1737
826,Mike Scott,2020-21,225,12.295,193,0.995,1830
827,Marvin Bagley III,2019-20,224,32.701,188,1.052,685
828,Paul Millsap,2020-21,224,8.946,186,0.979,2504
829,Cody Zeller,2014-15,224,7.802,193,0.882,2871
830,Mitch McGary,2014-15,224,22.558,188,0.895,993
831,John Collins,2018-19,223,5.695,192,0.979,3916
832,Thaddeus Young,2014-15,223,4.387,203,0.941,5083
833,Chris Andersen,2015-16,222,24.396,185,0.984,910
834,Cheick Diallo,2019-20,222,22.492,190,1.156,987
835,Dante Cunningham,2013-14,222,6.810,186,0.882,3260
836,Adreian Payne,2014-15,221,15.520,183,0.978,1424
837,Boban Marjanovic,2016-17,221,38.569,183,0.921,573
838,Kristaps Porzingis,2017-18,221,7.124,192,0.867,3102
839,Rudy Gobert,2013-14,220,26.284,192,0.979,837
840,Boban Marjanovic,2020-21,220,31.073,187,0.874,708
841,JaMychal Green,2015-16,219,7.307,193,0.979,2997
842,Bobby Portis,2016-17,219,9.977,183,0.935,2195
843,Andrew Nicholson,2013-14,219,9.673,195,0.995,2264
844,Patrick Patterson,2013-14,218,6.781,191,0.817,3215
845,Joel Anthony,2014-15,218,28.129,198,0.841,775
846,Tyson Chandler,2019-20,218,45.798,193,0.842,476
847,Grant Williams,2019-20,218,8.644,198,0.735,2522
848,Jeff Green,2017-18,217,4.577,196,0.909,4741
849,Jordan Bell,2017-18,217,10.759,189,0.851,2017
850,Jan Vesely,2013-14,217,14.361,190,0.768,1511
851,Brandon Clarke,2020-21,217,7.319,190,0.864,2965
852,Nick Collison,2014-15,217,10.107,181,0.821,2147
853,Markieff Morris,2015-16,215,6.535,187,0.846,3290
854,Jae'Sean Tate,2020-21,213,5.007,192,0.922,4254
855,Thomas Robinson,2016-17,213,18.950,183,0.935,1124
856,Luke Kornet,2017-18,212,32.317,176,0.983,656
857,Darrell Arthur,2016-17,212,16.472,182,0.934,1287
858,Ryan Anderson,2013-14,212,13.775,183,1.000,1539
859,Robert Williams III,2018-19,212,34.029,175,0.989,623
860,Greg Smith,2014-15,212,29.650,173,0.903,715
861,Willy Hernangomez,2019-20,212,29.201,178,0.955,726
862,Luke Kornet,2020-21,211,28.786,183,0.989,733
863,Alex Len,2013-14,210,29.086,185,0.968,722
864,Kevin Seraphin,2016-17,210,17.751,188,0.942,1183
865,Justin Patton,2020-21,208,40.388,175,0.955,515
866,Jonah Bolden,2018-19,208,13.738,186,1.097,1514
867,Ed Davis,2019-20,208,33.712,172,0.960,617
868,Tyler Hansbrough,2015-16,208,30.365,172,1.006,685
869,Khem Birch,2017-18,207,18.319,178,0.972,1130
870,Mirza Teletovic,2013-14,207,6.902,166,0.802,2999
871,Anthony Davis,2020-21,207,7.560,177,0.859,2738
872,Jusuf Nurkic,2019-20,207,21.698,183,1.092,954
873,Chimezie Metu,2020-21,206,20.296,184,1.016,1015
874,Jarred Vanderbilt,2020-21,206,8.548,179,0.906,2410
875,Boris Diaw,2016-17,205,7.324,172,1.006,2799
876,Ryan Hollins,2014-15,204,23.368,173,0.784,873
877,Frank Kaminsky,2017-18,203,5.525,181,1.049,3674
878,Gustavo Ayon,2013-14,203,24.547,178,0.885,827
879,JJ Hickson,2015-16,203,23.068,186,0.895,880
880,Jon Leuer,2016-17,202,5.282,174,0.880,3824
881,Draymond Green,2019-20,201,7.806,171,1.046,2575
882,Caleb Swanigan,2019-20,201,33.782,168,0.857,595
883,P.J. Tucker,2017-18,201,3.544,182,0.907,5671
884,Channing Frye,2018-19,200,30.166,170,1.110,663
885,P.J. Tucker,2018-19,200,3.084,178,0.860,6485
886,Luis Scola,2015-16,200,5.905,178,0.893,3387
887,Henry Sims,2015-16,200,37.523,173,0.932,533
888,Isaiah Hartenstein,2019-20,199,34.790,179,0.939,572
889,Thaddeus Young,2015-16,198,4.177,177,0.802,4740
890,JaMychal Green,2016-17,198,4.672,169,0.787,4238
891,Paul Millsap,2018-19,198,4.194,171,0.930,4721
892,Nikola Mirotic,2017-18,198,5.222,172,0.942,3792
893,Maxi Kleber,2018-19,198,6.458,172,1.035,3066
894,D.J. Wilson,2018-19,197,9.949,165,0.844,1980
895,Mike Scott,2014-15,197,7.956,169,0.895,2476
896,Jaren Jackson Jr.,2020-21,197,21.720,174,1.063,907
897,Ersan Ilyasova,2016-17,196,4.290,160,0.835,4569
898,Marvin Williams,2019-20,196,7.368,175,0.910,2660
899,Dwight Powell,2015-16,195,9.242,174,0.989,2110
900,Andrew Bogut,2017-18,195,43.527,164,0.935,448
901,Nikola Mirotic,2018-19,194,5.835,165,0.976,3325
902,Trevor Booker,2014-15,194,6.678,166,0.929,2905
903,Boris Diaw,2014-15,194,4.610,165,0.892,4208
904,Quincy Acy,2014-15,193,7.962,170,0.889,2424
905,Robert Sacre,2015-16,192,30.094,172,0.919,638
906,Zion Williamson,2020-21,192,4.520,162,0.988,4248
907,Trevor Booker,2015-16,192,6.184,168,0.852,3105
908,Jeff Ayres,2014-15,191,25.231,171,0.907,757
909,Nikola Mirotic,2014-15,191,5.504,171,0.814,3470
910,Cristiano Felicio,2015-16,191,30.560,162,0.878,625
911,Lauri Markkanen,2018-19,190,5.651,167,0.959,3362
912,Boris Diaw,2015-16,190,6.252,163,0.860,3039
913,Thomas Robinson,2013-14,188,9.626,164,0.848,1953
914,Kris Humphries,2014-15,188,7.225,162,0.907,2602
915,Darrell Arthur,2015-16,188,6.256,160,0.720,3005
916,Shawne Williams,2014-15,187,9.502,159,0.854,1968
917,Kyle O'Quinn,2019-20,187,29.173,167,0.994,641
918,Ed Davis,2013-14,187,10.158,147,0.785,1841
919,Cody Zeller,2013-14,186,6.515,157,0.905,2855
920,Cole Aldrich,2013-14,185,29.272,162,1.000,632
921,Johnny O'Bryant III,2017-18,185,24.026,156,0.905,770
922,Donatas Motiejunas,2016-17,184,18.642,164,0.841,987
923,D.J. Wilson,2020-21,184,20.674,165,0.964,890
924,Ed Davis,2020-21,184,29.870,150,0.967,616
925,Luis Scola,2016-17,183,19.848,165,0.904,922
926,Rui Hachimura,2019-20,182,5.946,154,0.987,3061
927,Luc Mbah a Moute,2014-15,182,4.855,158,0.794,3749
928,JaVale McGee,2015-16,182,24.267,158,0.887,750
929,Harry Giles III,2020-21,182,24.863,158,1.013,732
930,Mike Scott,2017-18,182,5.901,158,0.918,3084
931,Skal Labissiere,2017-18,182,7.389,151,0.816,2463
932,Dario Saric,2017-18,182,3.410,163,0.945,5337
933,Kyle Kuzma,2018-19,181,3.654,159,0.931,4954
934,Drew Eubanks,2019-20,181,30.678,155,1.109,590
935,Draymond Green,2013-14,179,4.482,155,0.783,3994
936,Anthony Bennett,2014-15,179,10.159,167,1.012,1762
937,Mike Muscala,2017-18,178,8.176,155,0.943,2177
938,Quincy Acy,2013-14,178,10.808,145,1.075,1647
939,Freddie Gillespie,2020-21,178,22.503,159,1.012,791
940,Tobias Harris,2013-14,177,4.957,151,1.053,3571
941,Thomas Robinson,2014-15,177,11.090,156,0.962,1596
942,Harrison Barnes,2016-17,176,3.345,155,0.859,5261
943,Omari Spellman,2018-19,176,10.168,151,0.928,1731
944,Ivan Rabb,2017-18,176,17.071,152,0.993,1031
945,P.J. Washington,2019-20,176,5.112,156,0.904,3443
946,Jason Maxiell,2013-14,176,18.743,151,0.771,939
947,Meyers Leonard,2017-18,175,33.207,154,1.006,527
948,Mike Scott,2018-19,175,5.170,153,0.987,3385
949,Kenneth Faried,2017-18,175,18.980,146,1.000,922
950,Ante Zizic,2019-20,174,38.926,148,1.046,447
951,Jon Leuer,2018-19,173,20.944,152,1.052,826
952,Mike Scott,2013-14,172,5.513,141,0.930,3120
953,Pascal Siakam,2018-19,171,2.445,149,0.789,6993
954,Trey Lyles,2017-18,171,6.178,158,0.799,2768
955,OG Anunoby,2020-21,171,5.848,146,0.959,2924
956,Blake Griffin,2015-16,170,6.587,149,0.842,2581
957,Jason Smith,2017-18,169,28.790,144,1.151,587
958,Marcus Morris Sr.,2018-19,169,3.473,143,1.000,4866
959,Ante Zizic,2017-18,169,35.356,146,1.101,478
960,Robert Covington,2020-21,168,3.337,148,1.000,5035
961,Nicolas Batum,2020-21,168,3.531,148,1.135,4758
962,Elton Brand,2015-16,167,35.914,147,0.967,465
963,Drew Gooden,2013-14,166,17.310,147,0.986,959
964,Aaron Gray,2013-14,166,24.234,146,0.779,685
965,Marvin Williams,2014-15,166,4.213,142,0.938,3940
966,Al-Farouq Aminu,2016-17,166,4.395,146,0.789,3777
967,Byron Mullens,2013-14,166,19.976,142,1.124,831
968,Thaddeus Young,2018-19,165,3.143,147,0.818,5250
969,Carmelo Anthony,2013-14,164,2.957,143,1.056,5547
970,Markieff Morris,2019-20,164,5.169,139,0.928,3173
971,JaKarr Sampson,2020-21,163,23.796,136,0.934,685
972,Anthony Tolliver,2014-15,162,5.836,140,1.021,2776
973,Thaddeus Young,2016-17,162,3.437,150,1.160,4714
974,Kevon Looney,2016-17,161,17.557,144,0.952,917
975,Jarvis Varnado,2013-14,161,23.266,137,0.906,692
976,Anthony Tolliver,2019-20,161,8.528,138,0.964,1888
977,Pascal Siakam,2019-20,161,3.061,143,0.743,5259
978,Danilo Gallinari,2020-21,160,4.819,139,0.950,3320
979,Dewayne Dedmon,2013-14,160,21.534,141,0.936,743
980,Meyers Leonard,2013-14,160,21.769,135,1.079,735
981,Pascal Siakam,2020-21,160,3.914,130,0.738,4088
982,Danilo Gallinari,2018-19,160,3.404,136,0.905,4701
983,Ersan Ilyasova,2019-20,157,7.199,133,0.821,2181
984,Rondae Hollis-Jefferson,2018-19,157,5.701,144,0.883,2754
985,Rudy Gay,2019-20,157,5.218,137,0.979,3009
986,James Johnson,2016-17,156,3.773,137,0.841,4135
987,Jerami Grant,2018-19,156,2.646,133,0.858,5895
988,Patrick Patterson,2016-17,156,4.472,136,0.818,3488
989,Miles Bridges,2020-21,155,3.822,145,0.938,4055
990,John Henson,2018-19,154,37.288,137,0.856,413
991,Kevin Durant,2013-14,154,1.974,131,0.909,7801
992,Rondae Hollis-Jefferson,2017-18,154,4.006,139,1.085,3844
993,Jon Leuer,2014-15,154,9.565,127,0.744,1610
994,Patrick Patterson,2015-16,153,3.164,130,0.900,4835
995,Ersan Ilyasova,2015-16,153,4.088,130,0.962,3743
996,Norvel Pelle,2019-20,153,31.875,132,1.067,480
997,JaMychal Green,2017-18,150,5.025,126,0.827,2985
998,Josh Smith,2013-14,150,2.793,125,0.740,5370
999,Grant Williams,2020-21,150,6.135,138,0.986,2445
1000,Mirza Teletovic,2015-16,149,4.298,127,0.859,3467
1001,Kevin Love,2018-19,149,12.173,122,1.098,1224
1002,Josh Harrellson,2013-14,149,24.188,127,1.023,616
1003,Dean Wade,2020-21,149,6.127,126,1.079,2432
1004,Patrick Patterson,2020-21,149,12.681,135,1.051,1175
1005,Jonas Jerebko,2018-19,148,5.366,124,1.048,2758
1006,DeJuan Blair,2015-16,148,32.456,128,1.000,456
1007,Jarell Martin,2015-16,148,17.961,119,0.950,824
1008,Drew Gooden,2014-15,148,7.378,125,0.773,2006
1009,Lauri Markkanen,2017-18,148,3.604,129,1.054,4106
1010,Thaddeus Young,2017-18,148,2.640,126,0.810,5606
1011,Trey Lyles,2018-19,148,6.460,124,0.871,2291
1012,Nick Collison,2015-16,148,9.718,126,0.889,1523
1013,Marvin Williams,2013-14,147,4.655,134,0.919,3158
1014,Lucas Nogueira,2015-16,147,29.817,122,0.887,493
1015,Isaiah Hartenstein,2018-19,147,32.096,127,0.891,458
1016,Bruno Caboclo,2019-20,146,26.497,136,0.839,551
1017,Chuck Hayes,2014-15,146,29.675,135,0.963,492
1018,JaMychal Green,2020-21,146,5.668,121,0.952,2576
1019,Brandon Bass,2016-17,146,12.785,122,0.967,1142
1020,Carmelo Anthony,2019-20,145,3.351,126,0.921,4327
1021,Kenyon Martin,2013-14,145,12.278,125,0.865,1181
1022,OG Anunoby,2019-20,144,2.824,124,0.840,5100
1023,Chris Silva,2019-20,144,20.339,128,1.164,708
1024,Andrea Bargnani,2015-16,143,11.504,125,0.913,1243
1025,Trey Lyles,2015-16,143,5.530,128,0.954,2586
1026,Mfiondu Kabengele,2020-21,142,24.441,129,0.791,581
1027,Andrew Nicholson,2016-17,142,21.100,114,0.957,673
1028,JaVale McGee,2014-15,142,26.843,121,0.806,529
1029,Jason Thompson,2015-16,141,13.663,127,0.874,1032
1030,Dragan Bender,2019-20,141,24.020,119,0.958,587
1031,Al-Farouq Aminu,2018-19,141,2.538,127,0.685,5556
1032,Quincy Acy,2016-17,141,12.522,123,1.041,1126
1033,Greg Oden,2013-14,140,33.097,118,0.783,423
1034,Jeremy Tyler,2013-14,138,18.158,119,1.033,760
1035,Marvin Williams,2016-17,137,3.034,117,0.881,4515
1036,Mike Scott,2015-16,137,5.257,116,0.821,2606
1037,Deyonta Davis,2016-17,137,28.306,112,0.845,484
1038,Dario Saric,2016-17,136,3.118,125,0.730,4362
1039,Dewayne Dedmon,2020-21,136,25.758,118,0.966,528
1040,Paul Millsap,2017-18,136,5.957,119,0.686,2283
1041,Ryan Kelly,2013-14,135,4.987,111,1.168,2707
1042,Reggie Perry,2020-21,135,27.950,116,0.975,483
1043,Noah Vonleh,2017-18,135,7.723,118,0.950,1748
1044,Moritz Wagner,2018-19,134,14.150,119,0.958,947
1045,Jared Dudley,2014-15,134,3.832,105,0.792,3497
1046,Shawn Marion,2013-14,134,2.622,115,0.940,5111
1047,Oshae Brissett,2020-21,134,10.444,114,0.870,1283
1048,Rakeem Christmas,2016-17,132,30.415,109,0.891,434
1049,Andrew Nicholson,2015-16,131,8.188,110,0.788,1600
1050,Al-Farouq Aminu,2017-18,131,2.950,110,0.973,4441
1051,James Johnson,2017-18,131,3.156,117,0.897,4151
1052,Johnathan Motley,2017-18,130,38.576,103,0.906,337
1053,Jabari Parker,2018-19,130,3.623,111,1.072,3588
1054,James Michael McAdoo,2016-17,130,12.500,111,0.670,1040
1055,Paul Millsap,2019-20,129,3.840,105,0.685,3359
1056,Dario Saric,2018-19,129,3.067,109,0.848,4206
1057,Bruno Fernando,2020-21,129,26.434,104,0.952,488
1058,Darrell Arthur,2013-14,127,5.425,103,0.913,2341
1059,James Harden,2019-20,126,2.045,112,0.893,6161
1060,Jonas Jerebko,2014-15,126,5.060,108,0.873,2490
1061,Derrick Williams,2014-15,125,4.268,107,0.936,2929
1062,Jabari Parker,2019-20,125,6.368,110,0.946,1963
1063,Shane Battier,2013-14,124,3.920,104,0.750,3163
1064,Omer Asik,2017-18,124,33.333,104,0.857,372
1065,Donatas Motiejunas,2015-16,124,9.561,102,0.843,1297
1066,Ben Simmons,2018-19,124,1.903,112,1.036,6517
1067,Terrence Jones,2015-16,123,5.818,106,0.888,2114
1068,Darrell Arthur,2014-15,123,6.184,102,0.922,1989
1069,Giannis Antetokounmpo,2016-17,123,2.055,114,0.878,5985
1070,Donta Hall,2019-20,123,38.801,105,1.085,317
1071,Hasheem Thabeet,2013-14,123,30.073,103,1.019,409
1072,Patrick Patterson,2018-19,123,6.818,102,1.146,1804
1073,Andrew Nicholson,2014-15,121,12.859,98,0.864,941
1074,Ersan Ilyasova,2013-14,120,4.303,104,1.010,2789
1075,Jared Dudley,2015-16,119,2.799,100,1.049,4252
1076,Wilson Chandler,2016-17,119,2.714,105,1.000,4385
1077,Stanley Johnson,2020-21,119,5.702,102,0.902,2087
1078,Tyler Cavanaugh,2017-18,119,11.713,97,1.051,1016
1079,Noah Vonleh,2015-16,119,5.116,108,0.889,2326
1080,James Johnson,2019-20,119,8.981,107,1.243,1325
1081,Nemanja Bjelica,2015-16,119,5.571,104,1.000,2136
1082,Bernard James,2014-15,119,38.141,96,0.735,312
1083,JaKarr Sampson,2019-20,118,10.967,101,1.039,1076
1084,Greg Smith,2015-16,118,30.971,95,0.938,381
1085,Zach Collins,2017-18,117,5.387,102,0.971,2172
1086,Jerami Grant,2015-16,117,2.778,103,0.884,4211
1087,Quincy Acy,2015-16,117,6.529,103,0.962,1792
1088,Daniel Orton,2013-14,115,22.417,105,0.858,513
1089,Jae Crowder,2018-19,115,2.434,107,0.850,4725
1090,Jonas Jerebko,2016-17,114,4.185,99,1.160,2724
1091,Kevin Durant,2016-17,114,2.101,99,1.020,5426
1092,Carmelo Anthony,2020-21,113,3.071,98,1.131,3680
1093,Dante Cunningham,2016-17,113,3.369,102,0.892,3354
1094,Thaddeus Young,2019-20,112,3.371,95,0.865,3322
1095,Jabari Parker,2015-16,112,2.366,96,0.788,4733
1096,JaMychal Green,2018-19,112,3.585,94,1.181,3124
1097,Larry Nance Jr.,2020-21,112,5.138,101,1.059,2180
1098,Nikola Pekovic,2015-16,111,38.811,95,0.969,286
1099,Rondae Hollis-Jefferson,2019-20,111,4.598,96,0.969,2414
1100,Jonas Jerebko,2017-18,111,4.646,92,0.957,2389
1101,Kyle Kuzma,2017-18,111,2.229,101,0.931,4980
1102,Jeff Withey,2014-15,111,22.244,95,0.906,499
1103,Marshall Plumlee,2016-17,110,32.353,99,1.040,340
1104,Kevon Looney,2019-20,110,20.561,101,0.713,535
1105,Lavoy Allen,2016-17,109,6.236,89,0.750,1748
1106,Frank Kaminsky,2015-16,109,2.913,93,0.814,3742
1107,Harrison Barnes,2014-15,109,1.791,99,0.697,6087
1108,Juan Toscano-Anderson,2020-21,108,4.385,98,0.949,2463
1109,Nikola Mirotic,2016-17,107,2.952,93,0.968,3625
1110,Omri Casspi,2013-14,107,4.131,91,0.817,2590
1111,Shawn Long,2016-17,107,22.863,94,1.189,468
1112,Tyler Cook,2020-21,107,12.104,97,0.763,884
1113,Dakari Johnson,2017-18,106,36.806,87,0.693,288
1114,Aaron Gordon,2015-16,105,2.818,88,0.727,3726
1115,Jarell Martin,2017-18,105,3.202,85,0.812,3279
1116,Joffrey Lauvergne,2014-15,104,19.367,96,0.854,537
1117,Nemanja Bjelica,2018-19,104,2.706,94,1.085,3844
1118,Brandan Wright,2016-17,104,11.995,89,0.584,867
1119,Michael Beasley,2013-14,103,6.342,89,1.011,1624
1120,Jeremy Evans,2013-14,103,4.492,94,0.883,2293
1121,James Harden,2018-19,103,1.556,93,0.830,6618
1122,Robert Covington,2019-20,103,1.945,93,0.989,5295
1123,Davis Bertans,2017-18,103,4.484,89,0.854,2297
1124,Tobias Harris,2016-17,102,2.022,89,0.736,5045
1125,Davis Bertans,2019-20,102,2.991,94,0.926,3410
1126,Earl Barron,2014-15,102,36.042,85,0.966,283
1127,Stephen Zimmerman,2016-17,102,48.113,85,1.128,212
1128,Brandon Davies,2013-14,102,8.846,90,0.867,1153
1129,Tobias Harris,2018-19,101,1.473,96,1.229,6859
1130,Cory Jefferson,2014-15,101,9.693,81,0.902,1042
1131,Mirza Teletovic,2016-17,100,4.417,80,0.854,2264
1132,Kyle Anderson,2020-21,100,2.285,92,1.043,4377
1133,Rashard Lewis,2013-14,100,4.181,77,0.636,2392
1134,Kevin Love,2020-21,100,7.886,91,0.967,1268
1135,Clint Capela,2014-15,99,21.569,92,0.968,459
1136,Marvin Williams,2015-16,99,1.974,88,0.739,5015
1137,Vincent Poirier,2019-20,98,34.507,89,0.856,284
1138,Miles Plumlee,2018-19,98,26.415,86,1.093,371
1139,Rondae Hollis-Jefferson,2016-17,98,2.630,88,1.000,3726
1140,Giannis Antetokounmpo,2015-16,97,1.753,85,0.767,5533
1141,Pascal Siakam,2017-18,97,2.634,82,0.805,3683
1142,Rudy Gay,2020-21,97,3.422,86,0.955,2835
1143,Udonis Haslem,2016-17,97,37.891,87,0.897,256
1144,AJ Hammons,2016-17,96,31.373,82,0.916,306
1145,Donta Hall,2020-21,96,25.600,81,0.914,375
1146,Marcus Morris Sr.,2017-18,95,2.460,85,0.906,3862
1147,Charlie Villanueva,2014-15,95,6.402,83,1.060,1484
1148,LeBron James,2018-19,95,2.306,85,0.776,4120
1149,Bojan Bogdanovic,2020-21,95,1.789,85,0.765,5311
1150,Jason Collins,2013-14,94,28.313,78,1.090,332
1151,Brandan Wright,2015-16,93,22.302,85,1.000,417
1152,Nemanja Bjelica,2016-17,93,3.968,78,0.833,2344
1153,Jae Crowder,2020-21,93,1.931,84,0.988,4816
1154,Matt Bonner,2014-15,93,5.016,81,0.726,1854
1155,Michael Beasley,2014-15,93,9.480,79,0.807,981
1156,Brandon Davies,2014-15,93,11.032,79,1.088,843
1157,Kevin Durant,2018-19,92,1.391,82,0.866,6613
1158,Mike Muscala,2013-14,92,21.101,78,1.000,436
1159,Luol Deng,2015-16,91,1.618,77,0.701,5624
1160,Caleb Swanigan,2018-19,91,24.796,78,0.911,367
1161,Jerami Grant,2019-20,91,1.782,77,0.753,5106
1162,Pascal Siakam,2016-17,90,5.415,77,1.143,1662
1163,Kevin Durant,2020-21,89,2.608,80,0.850,3413
1164,Markieff Morris,2020-21,89,3.544,76,0.805,2511
1165,Bernard James,2013-14,88,29.043,75,0.776,303
1166,P.J. Tucker,2014-15,88,1.863,76,0.961,4724
1167,Nemanja Bjelica,2020-21,88,6.968,78,1.253,1263
1168,Joel Anthony,2013-14,87,23.450,75,0.846,371
1169,Trey Lyles,2019-20,87,3.360,79,1.114,2589
1170,Montrezl Harrell,2015-16,87,10.821,75,1.027,804
1171,Marvin Williams,2017-18,87,2.125,78,0.923,4095
1172,Danilo Gallinari,2019-20,86,2.077,76,0.936,4141
1173,Anthony Bennett,2013-14,86,6.590,68,1.088,1305
1174,Mirza Teletovic,2014-15,86,4.914,72,0.918,1750
1175,Dante Cunningham,2015-16,85,2.146,72,1.056,3961
1176,Anthony Tolliver,2016-17,85,2.915,77,0.835,2916
1177,Eric Paschall,2019-20,83,2.428,76,1.171,3419
1178,Kenyon Martin Jr.,2020-21,83,3.695,75,1.093,2246
1179,Michael Beasley,2017-18,83,2.551,71,0.873,3253
1180,Justise Winslow,2015-16,82,1.645,72,0.685,4986
1181,Dragan Bender,2016-17,82,7.455,68,0.671,1100
