Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total),SSI Player ID
Andrea Bargnani,2014-15,264,17.565,224,0.942,1503,ff41cd9e-89ef-11e6-bd78-a45e60e298d3
Nemanja Bjelica,2019-20,264,6.506,220,1.059,4058,ff4248a8-89ef-11e6-9a62-a45e60e298d3
Jon Leuer,2016-17,262,6.857,222,0.862,3821,ff414ec7-89ef-11e6-9e51-a45e60e298d3
Day'Ron Sharpe,2021-22,261,33.164,214,1.111,787,1fbdfdd0-4d72-44c8-b43e-36b0245a734c
Mitch McGary,2014-15,261,26.390,214,0.871,989,ff42c9a6-89ef-11e6-8d9d-a45e60e298d3
Ryan Hollins,2013-14,261,27.445,214,0.797,951,ff42c49c-89ef-11e6-9911-a45e60e298d3
Ekpe Udoh,2018-19,261,38.897,223,1.093,671,ff4166f5-89ef-11e6-8268-a45e60e298d3
Terrence Jones,2014-15,261,14.762,225,0.771,1768,ff4141c5-89ef-11e6-bcb1-a45e60e298d3
Jan Vesely,2013-14,260,17.450,222,0.793,1490,ff41be26-89ef-11e6-aeae-a45e60e298d3
Noah Vonleh,2016-17,260,10.392,227,0.810,2502,ff41224a-89ef-11e6-98eb-a45e60e298d3
Furkan Aldemir,2014-15,259,24.667,225,0.899,1050,ff42f15e-89ef-11e6-b5ea-a45e60e298d3
Brandan Wright,2017-18,259,35.626,210,0.850,727,ff428868-89ef-11e6-acd6-a45e60e298d3
Joffrey Lauvergne,2016-17,257,13.193,218,0.900,1948,ff41dce3-89ef-11e6-87b6-a45e60e298d3
Chris Andersen,2015-16,257,33.639,208,1.005,764,ff419e1e-89ef-11e6-b934-a45e60e298d3
Ed Davis,2013-14,257,14.796,197,0.726,1737,ff41853a-89ef-11e6-9ab7-a45e60e298d3
Cody Zeller,2013-14,255,9.385,211,0.850,2717,ff42a38f-89ef-11e6-bb6d-a45e60e298d3
Noah Vonleh,2019-20,255,31.756,219,0.824,803,ff41224a-89ef-11e6-98eb-a45e60e298d3
Trevor Booker,2014-15,254,8.753,214,0.858,2902,ff4277c5-89ef-11e6-926b-a45e60e298d3
Thomas Bryant,2021-22,253,28.981,217,0.909,873,14bd79e9-4e2e-4f94-aea7-473843776936
JaMychal Green,2015-16,253,8.852,213,0.986,2858,ff42e921-89ef-11e6-a705-a45e60e298d3
Julius Randle,2019-20,252,5.938,220,0.946,4244,ff42e1d4-89ef-11e6-9502-a45e60e298d3
Thomas Bryant,2020-21,251,42.114,216,0.932,596,14bd79e9-4e2e-4f94-aea7-473843776936
Jeff Green,2018-19,251,5.789,228,0.917,4336,ff4177f3-89ef-11e6-95d8-a45e60e298d3
Darrell Arthur,2015-16,249,8.297,204,0.805,3001,ff417a05-89ef-11e6-9246-a45e60e298d3
Joel Freeland,2014-15,249,20.528,213,0.673,1213,ff415863-89ef-11e6-917c-a45e60e298d3
Gustavo Ayon,2013-14,249,31.047,205,0.863,802,ff411123-89ef-11e6-b195-a45e60e298d3
Kris Humphries,2014-15,248,9.586,216,0.940,2587,ff41b014-89ef-11e6-b808-a45e60e298d3
Ersan Ilyasova,2017-18,248,7.288,213,0.880,3403,ff415e54-89ef-11e6-b695-a45e60e298d3
Markieff Morris,2015-16,247,7.514,211,0.830,3287,ff41cb11-89ef-11e6-8285-a45e60e298d3
Trevor Booker,2015-16,246,7.933,214,0.907,3101,ff4277c5-89ef-11e6-926b-a45e60e298d3
Rudy Gobert,2013-14,246,29.963,200,0.965,821,ff42a142-89ef-11e6-8c3b-a45e60e298d3
Johnathan Williams,2018-19,244,31.771,210,1.000,768,ee0567b1-5418-45ca-93fc-4f790b5a1712
Jeff Green,2020-21,244,6.387,215,1.037,3820,ff4177f3-89ef-11e6-95d8-a45e60e298d3
JaMychal Green,2016-17,243,6.040,202,0.827,4023,ff42e921-89ef-11e6-a705-a45e60e298d3
Ryan Hollins,2014-15,243,27.899,204,0.794,871,ff42c49c-89ef-11e6-9911-a45e60e298d3
Nick Richards,2021-22,242,32.011,213,1.163,756,9cce104a-6c64-49e6-80d0-7e513a5f1a0d
Tyler Hansbrough,2015-16,241,35.863,192,1.061,672,ff42870a-89ef-11e6-ae3c-a45e60e298d3
Greg Smith,2014-15,238,33.380,195,0.893,713,ff425259-89ef-11e6-b2d2-a45e60e298d3
Darrell Arthur,2016-17,238,18.550,200,0.955,1283,ff417a05-89ef-11e6-9246-a45e60e298d3
Salah Mejri,2015-16,237,30.779,198,0.818,770,ff41be94-89ef-11e6-9db7-a45e60e298d3
Georgios Papagiannis,2016-17,237,34.249,207,0.986,692,f887bc6f-d90c-4753-89c8-215b39745340
Luis Scola,2015-16,236,7.574,209,0.919,3116,ff41f423-89ef-11e6-b90f-a45e60e298d3
Brandon Clarke,2019-20,236,8.393,203,1.029,2812,8c8c43ec-1dc2-4cf0-a68b-641c8fb6e45d
P.J. Tucker,2020-21,235,8.283,202,1.054,2837,ff41362b-89ef-11e6-babd-a45e60e298d3
Boban Marjanovic,2016-17,233,40.663,194,0.950,573,ff421770-89ef-11e6-b651-a45e60e298d3
Alex Len,2013-14,232,32.955,199,0.955,704,ff42c0ee-89ef-11e6-b9df-a45e60e298d3
Kevin Seraphin,2016-17,232,21.784,197,0.935,1065,ff419645-89ef-11e6-9aa0-a45e60e298d3
JJ Hickson,2015-16,230,26.196,207,0.882,878,ff426a87-89ef-11e6-b954-a45e60e298d3
Luke Kornet,2017-18,230,35.115,186,0.937,655,b398ebec-fd8f-4809-825b-5cacd8742ac5
Quincy Acy,2014-15,230,9.488,194,0.847,2424,ff429f6b-89ef-11e6-86ae-a45e60e298d3
Joel Anthony,2014-15,229,29.548,206,0.837,775,ff414ce8-89ef-11e6-9a16-a45e60e298d3
Blake Griffin,2015-16,229,9.816,192,0.872,2333,ff41ff8a-89ef-11e6-95d3-a45e60e298d3
Marvin Bagley III,2021-22,229,9.909,201,0.961,2311,4741eab0-ea4a-4b05-be5b-1739cb2610bd
Blake Griffin,2018-19,229,4.332,191,0.901,5286,ff41ff8a-89ef-11e6-95d3-a45e60e298d3
Quincy Acy,2013-14,228,14.109,180,0.989,1616,ff429f6b-89ef-11e6-86ae-a45e60e298d3
Luc Mbah a Moute,2014-15,228,6.086,193,0.821,3746,ff411475-89ef-11e6-8b53-a45e60e298d3
Mirza Teletovic,2013-14,228,8.861,184,0.865,2573,ff4276cc-89ef-11e6-bd72-a45e60e298d3
Nikola Mirotic,2014-15,227,7.168,197,0.843,3167,ff429e85-89ef-11e6-a63b-a45e60e298d3
Bobby Portis,2016-17,227,11.599,188,0.911,1957,ff41f651-89ef-11e6-95ed-a45e60e298d3
Maxi Kleber,2020-21,226,8.300,194,0.939,2723,d6b3074b-83cc-4284-a649-8c9459d88626
Thomas Robinson,2016-17,226,20.107,193,0.923,1124,ff4223ab-89ef-11e6-8980-a45e60e298d3
Trevor Booker,2017-18,226,9.947,199,0.876,2272,ff4277c5-89ef-11e6-926b-a45e60e298d3
Jerami Grant,2017-18,225,6.966,198,0.920,3230,ff41d0d1-89ef-11e6-aad4-a45e60e298d3
Kyle O'Quinn,2018-19,225,29.183,196,0.889,771,ff41bd54-89ef-11e6-a862-a45e60e298d3
Lauri Markkanen,2021-22,224,5.983,183,0.870,3744,1133f87b-a68a-4342-ac9f-440393984814
Khem Birch,2017-18,224,19.823,189,0.953,1130,57554ed9-0c8b-44cc-9673-827e94e5239f
Anthony Bennett,2014-15,224,12.720,200,1.015,1761,ff423d87-89ef-11e6-953e-a45e60e298d3
Dragan Bender,2018-19,222,12.788,195,0.913,1736,89622f6d-3c47-450e-b072-d45620326c80
Mike Scott,2013-14,222,7.980,175,0.870,2782,ff4161eb-89ef-11e6-a423-a45e60e298d3
Cristiano Felicio,2015-16,221,35.360,183,0.870,625,ff410d63-89ef-11e6-9df8-a45e60e298d3
Boris Diaw,2016-17,220,9.091,177,0.934,2420,ff42afb5-89ef-11e6-954e-a45e60e298d3
Draymond Green,2013-14,219,6.289,186,0.793,3482,ff41a38c-89ef-11e6-b14d-a45e60e298d3
Marvin Williams,2014-15,219,5.564,185,1.000,3936,ff411c78-89ef-11e6-a99e-a45e60e298d3
Paul Pierce,2013-14,218,5.659,175,0.886,3852,ff41a038-89ef-11e6-abdf-a45e60e298d3
Lauri Markkanen,2020-21,218,8.104,188,1.016,2690,1133f87b-a68a-4342-ac9f-440393984814
Julius Randle,2020-21,217,4.091,185,0.789,5304,ff42e1d4-89ef-11e6-9502-a45e60e298d3
Tyson Chandler,2019-20,216,45.378,190,0.834,476,ff41601e-89ef-11e6-a4cc-a45e60e298d3
Dwight Powell,2015-16,216,10.871,187,0.926,1987,ff41d302-89ef-11e6-b0a0-a45e60e298d3
Lauri Markkanen,2019-20,215,6.956,189,0.900,3091,1133f87b-a68a-4342-ac9f-440393984814
Gorgui Dieng,2021-22,215,29.054,179,1.006,740,ff42d4e6-89ef-11e6-b14e-a45e60e298d3
Ersan Ilyasova,2015-16,214,5.723,182,0.951,3739,ff415e54-89ef-11e6-b695-a45e60e298d3
Jordan Bell,2017-18,214,13.185,185,0.838,1623,07a35d50-2dd1-4476-a9ac-b6e7154ce069
Henry Sims,2015-16,214,40.377,182,0.946,530,ff41a97a-89ef-11e6-ae5c-a45e60e298d3
Frank Kaminsky,2017-18,214,5.834,189,1.032,3668,ff403042-89ef-11e6-b2e2-a45e60e298d3
Marvin Bagley III,2019-20,213,31.095,179,1.049,685,4741eab0-ea4a-4b05-be5b-1739cb2610bd
Ed Davis,2019-20,212,34.360,175,0.972,617,ff41853a-89ef-11e6-9ab7-a45e60e298d3
Robert Sacre,2015-16,212,33.281,188,0.910,637,ff42242e-89ef-11e6-b859-a45e60e298d3
John Collins,2018-19,212,5.414,182,1.011,3916,b4c77ef1-d34b-4911-9114-1f7e0f3aca68
Josh McRoberts,2015-16,211,18.316,172,0.925,1152,ff416599-89ef-11e6-a8f4-a45e60e298d3
Al-Farouq Aminu,2016-17,211,5.969,185,0.828,3535,ff41c24a-89ef-11e6-9d40-a45e60e298d3
Xavier Tillman,2021-22,210,14.614,200,1.159,1437,6f81f6a8-9bdf-45e7-b034-e889bce73ce3
Ersan Ilyasova,2016-17,210,4.803,171,0.891,4372,ff415e54-89ef-11e6-b695-a45e60e298d3
LeBron James,2021-22,209,4.846,175,0.989,4313,ff41e9f0-89ef-11e6-87b7-a45e60e298d3
Shawne Williams,2014-15,207,10.524,174,0.832,1967,ff413280-89ef-11e6-a07e-a45e60e298d3
Trey Lyles,2015-16,206,7.975,181,0.978,2583,ff42e242-89ef-11e6-a829-a45e60e298d3
Chris Boucher,2021-22,206,6.127,177,0.792,3362,ee397b51-3454-43fb-86a7-fef6aca86633
Tobias Harris,2013-14,206,5.844,173,1.000,3525,ff42df0c-89ef-11e6-b53b-a45e60e298d3
Johnny O'Bryant III,2017-18,205,26.693,171,0.931,768,ff42ab2e-89ef-11e6-8a46-a45e60e298d3
JaVale McGee,2015-16,205,28.472,175,0.858,720,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Andrew Bogut,2017-18,205,45.964,171,0.921,446,ff421e2b-89ef-11e6-a705-a45e60e298d3
Moses Brown,2021-22,205,29.202,182,0.989,702,81ca845d-dae4-46b5-89e6-86d619acb3c8
Cole Aldrich,2013-14,205,32.540,173,0.977,630,ff424c42-89ef-11e6-abc4-a45e60e298d3
Donatas Motiejunas,2016-17,205,20.812,183,0.896,985,ff41d763-89ef-11e6-8b59-a45e60e298d3
Anthony Tolliver,2014-15,204,7.357,173,0.966,2773,ff4200a1-89ef-11e6-8786-a45e60e298d3
Maxi Kleber,2018-19,203,6.625,176,1.028,3064,d6b3074b-83cc-4284-a649-8c9459d88626
Skal Labissiere,2017-18,203,8.255,166,0.822,2459,0943dbc8-178e-4cab-97d6-3f31747698ab
Robert Williams III,2018-19,203,34.060,168,0.994,596,79b83f96-5723-4219-b521-57de6111ee97
Thomas Robinson,2014-15,202,12.665,175,0.943,1595,ff4223ab-89ef-11e6-8980-a45e60e298d3
Jeff Ayres,2014-15,202,27.483,174,0.932,735,ff42ac8c-89ef-11e6-847d-a45e60e298d3
Julius Randle,2021-22,202,3.969,171,1.207,5090,ff42e1d4-89ef-11e6-9502-a45e60e298d3
Jeff Green,2017-18,201,5.386,174,0.892,3732,ff4177f3-89ef-11e6-95d8-a45e60e298d3
Jonah Bolden,2018-19,200,14.826,178,1.073,1349,e980dacc-45d0-4506-9abc-8d572cafe0ae
Jarred Vanderbilt,2020-21,199,8.257,172,0.891,2410,fabe358f-a11c-417f-9ab8-e86e2de29a40
Giannis Antetokounmpo,2019-20,198,4.814,173,0.776,4113,ff423b75-89ef-11e6-a507-a45e60e298d3
Marvin Williams,2013-14,198,6.410,169,0.895,3089,ff411c78-89ef-11e6-a99e-a45e60e298d3
Mike Scott,2014-15,198,9.188,171,0.821,2155,ff4161eb-89ef-11e6-a423-a45e60e298d3
Kenyon Martin,2013-14,197,17.027,164,0.842,1157,ff422d82-89ef-11e6-81bb-a45e60e298d3
Isaiah Hartenstein,2019-20,197,34.441,176,0.955,572,370d6957-0b6e-490c-a4c0-73650617fd7b
Luis Scola,2016-17,197,21.413,175,0.904,920,ff41f423-89ef-11e6-b90f-a45e60e298d3
Harrison Barnes,2016-17,196,3.728,171,0.855,5257,ff42689e-89ef-11e6-ba3e-a45e60e298d3
Jason Maxiell,2013-14,195,21.429,161,0.755,910,ff41693a-89ef-11e6-a0a2-a45e60e298d3
Boban Marjanovic,2020-21,195,35.780,164,0.849,545,ff421770-89ef-11e6-b651-a45e60e298d3
Willy Hernangomez,2019-20,194,26.722,161,0.901,726,cc8b058c-1df3-4fb6-9c8c-69bfbcdb9c6d
Trey Lyles,2017-18,193,7.122,177,0.803,2710,ff42e242-89ef-11e6-a829-a45e60e298d3
Josh Smith,2013-14,193,3.664,154,0.756,5268,ff422528-89ef-11e6-814b-a45e60e298d3
Carmelo Anthony,2017-18,192,3.910,165,0.867,4911,ff41a705-89ef-11e6-8b57-a45e60e298d3
Channing Frye,2018-19,191,28.808,161,1.116,663,ff402140-89ef-11e6-aa13-a45e60e298d3
Ed Davis,2020-21,191,31.006,158,0.968,616,ff41853a-89ef-11e6-9ab7-a45e60e298d3
Brandon Clarke,2020-21,191,6.486,167,0.911,2945,8c8c43ec-1dc2-4cf0-a68b-641c8fb6e45d
Thaddeus Young,2016-17,190,4.275,175,1.137,4444,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Ivan Rabb,2017-18,190,18.447,162,1.006,1030,a0af6716-1079-4199-b8ec-4fb31658c250
Paul Millsap,2020-21,190,8.257,158,0.938,2301,ff415538-89ef-11e6-9b07-a45e60e298d3
Justin Patton,2020-21,190,36.893,158,0.988,515,de15453f-ae2f-477a-b184-2e5d7deeb393
Meyers Leonard,2013-14,190,26.950,157,1.056,705,ff416f5c-89ef-11e6-9530-a45e60e298d3
Dewayne Dedmon,2013-14,189,25.679,166,0.940,736,ff41de23-89ef-11e6-a0fc-a45e60e298d3
Aaron Gray,2013-14,189,28.083,160,0.780,673,ff4020d4-89ef-11e6-af09-a45e60e298d3
Miles Bridges,2021-22,188,3.217,170,1.035,5844,b9a042ea-bb42-499a-af74-746d6f8c029a
Luke Kornet,2020-21,188,26.257,163,0.994,716,b398ebec-fd8f-4809-825b-5cacd8742ac5
Jeff Green,2019-20,187,9.194,162,0.822,2034,ff4177f3-89ef-11e6-95d8-a45e60e298d3
Cheick Diallo,2019-20,187,18.946,159,1.143,987,a6c829d1-1537-48bb-9445-733445a8696c
Andrea Bargnani,2015-16,187,15.105,157,0.994,1238,ff41cd9e-89ef-11e6-bd78-a45e60e298d3
Draymond Green,2019-20,186,7.223,161,1.092,2575,ff41a38c-89ef-11e6-b14d-a45e60e298d3
Paul Millsap,2018-19,186,4.854,161,0.963,3832,ff415538-89ef-11e6-9b07-a45e60e298d3
Boris Diaw,2015-16,185,6.772,159,0.919,2732,ff42afb5-89ef-11e6-954e-a45e60e298d3
James Johnson,2016-17,185,4.478,161,0.821,4131,ff42429c-89ef-11e6-ba59-a45e60e298d3
Mike Muscala,2017-18,185,8.743,160,0.914,2116,ff421b63-89ef-11e6-8715-a45e60e298d3
Chimezie Metu,2020-21,185,18.209,164,1.012,1016,70bb58da-e725-48f6-a026-a953f4824b2d
Lauri Markkanen,2018-19,185,5.506,162,0.964,3360,1133f87b-a68a-4342-ac9f-440393984814
Carmelo Anthony,2013-14,184,3.376,154,1.026,5450,ff41a705-89ef-11e6-8b57-a45e60e298d3
Giannis Antetokounmpo,2017-18,183,3.446,157,0.962,5311,ff423b75-89ef-11e6-a507-a45e60e298d3
Caleb Swanigan,2019-20,183,30.756,154,0.863,595,797483e4-c081-4c45-8fbc-e0252c14c51a
Jae'Sean Tate,2020-21,183,4.303,166,0.958,4253,80383c81-b671-4a11-b003-ae08fba34eb8
Marquese Chriss,2021-22,183,26.560,156,0.904,689,9508237c-85e2-4121-b4da-f11687f79fdf
Darrell Arthur,2013-14,182,7.913,148,0.878,2300,ff417a05-89ef-11e6-9246-a45e60e298d3
Jarvis Varnado,2013-14,182,26.339,153,0.871,691,ff403c85-89ef-11e6-804d-a45e60e298d3
Jon Leuer,2014-15,182,11.461,146,0.777,1588,ff414ec7-89ef-11e6-9e51-a45e60e298d3
Freddie Gillespie,2020-21,181,22.882,162,1.030,791,9c2c0ebf-86fe-4d91-9c32-abea32479cc2
Thaddeus Young,2017-18,180,3.571,152,0.809,5040,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Nikola Mirotic,2018-19,180,6.664,152,0.967,2701,ff429e85-89ef-11e6-a63b-a45e60e298d3
Rui Hachimura,2019-20,180,5.884,151,0.909,3059,19a6d456-3151-4f63-a78c-47054b5f82ca
Byron Mullens,2013-14,180,21.765,150,1.078,827,ff411975-89ef-11e6-81a2-a45e60e298d3
James Johnson,2017-18,179,4.704,155,0.845,3805,ff42429c-89ef-11e6-ba59-a45e60e298d3
JaMychal Green,2019-20,179,6.476,153,1.150,2764,ff42e921-89ef-11e6-a705-a45e60e298d3
P.J. Tucker,2018-19,179,3.173,158,0.905,5641,ff41362b-89ef-11e6-babd-a45e60e298d3
Kyle Kuzma,2018-19,179,3.611,157,0.924,4957,e769f2fb-9f7d-4982-b4ee-e77cc9aeccea
Jared Dudley,2015-16,179,4.210,145,1.040,4252,ff4130dc-89ef-11e6-ba64-a45e60e298d3
Kenneth Faried,2017-18,178,20.507,151,0.935,868,ff413559-89ef-11e6-9991-a45e60e298d3
Patrick Patterson,2016-17,177,5.657,153,0.799,3129,ff4174a1-89ef-11e6-a875-a45e60e298d3
Nick Collison,2015-16,177,12.901,149,0.933,1372,ff42462b-89ef-11e6-a23e-a45e60e298d3
Elton Brand,2015-16,177,38.065,154,0.943,465,ff41300a-89ef-11e6-9df7-a45e60e298d3
Ersan Ilyasova,2013-14,177,6.524,149,0.987,2713,ff415e54-89ef-11e6-b695-a45e60e298d3
Rondae Hollis-Jefferson,2017-18,177,4.876,157,1.081,3630,ff41713d-89ef-11e6-b300-a45e60e298d3
Omari Spellman,2018-19,177,10.225,152,0.941,1731,483e3c2f-a503-4d04-9943-14996ac85f0d
Kyle O'Quinn,2019-20,176,28.025,156,0.949,628,ff41bd54-89ef-11e6-a862-a45e60e298d3
Harry Giles III,2020-21,175,24.105,151,1.000,726,4dc725ee-6e90-4de6-9b28-6e6e1089a133
P.J. Tucker,2017-18,175,3.873,154,0.974,4518,ff41362b-89ef-11e6-babd-a45e60e298d3
Jason Smith,2017-18,175,30.120,144,1.137,581,ff42bb1c-89ef-11e6-91a1-a45e60e298d3
JaMychal Green,2017-18,175,6.095,148,0.839,2871,ff42e921-89ef-11e6-a705-a45e60e298d3
Al-Farouq Aminu,2017-18,174,4.377,153,0.936,3975,ff41c24a-89ef-11e6-9d40-a45e60e298d3
Giannis Antetokounmpo,2020-21,174,4.089,157,0.917,4255,ff423b75-89ef-11e6-a507-a45e60e298d3
Darrell Arthur,2014-15,174,8.761,143,0.875,1986,ff417a05-89ef-11e6-9246-a45e60e298d3
Kevon Looney,2016-17,173,18.949,154,0.929,913,ff4170c2-89ef-11e6-83e1-a45e60e298d3
Drew Gooden,2013-14,173,24.821,150,1.093,697,ff41c1dc-89ef-11e6-a95d-a45e60e298d3
Marvin Williams,2016-17,172,3.810,145,1.007,4514,ff411c78-89ef-11e6-a99e-a45e60e298d3
Mike Scott,2017-18,172,6.099,148,0.926,2820,ff4161eb-89ef-11e6-a423-a45e60e298d3
Chuck Hayes,2014-15,171,34.756,153,0.974,492,ff421c87-89ef-11e6-94c9-a45e60e298d3
Jon Leuer,2018-19,171,20.956,151,1.039,816,ff414ec7-89ef-11e6-9e51-a45e60e298d3
Thomas Robinson,2013-14,171,10.295,149,0.866,1661,ff4223ab-89ef-11e6-8980-a45e60e298d3
Josh Harrellson,2013-14,170,28.239,142,0.965,602,ff411335-89ef-11e6-94b9-a45e60e298d3
Dario Saric,2017-18,169,3.668,145,0.850,4607,2012cb09-52c9-4f61-a273-f1b86a12b9ef
Meyers Leonard,2017-18,169,35.729,144,0.993,473,ff416f5c-89ef-11e6-9530-a45e60e298d3
Mike Scott,2015-16,169,7.380,144,0.869,2290,ff4161eb-89ef-11e6-a423-a45e60e298d3
Ante Zizic,2017-18,167,38.215,140,1.112,437,a98836e1-43d1-490d-a08a-790a9adc0954
Mike Muscala,2014-15,167,17.216,145,0.714,970,ff421b63-89ef-11e6-8715-a45e60e298d3
Thanasis Antetokounmpo,2021-22,167,17.023,137,1.029,981,ff41c4c0-89ef-11e6-aadb-a45e60e298d3
DeJuan Blair,2015-16,164,35.965,141,0.986,456,ff411c14-89ef-11e6-b163-a45e60e298d3
Mirza Teletovic,2015-16,164,4.743,138,0.921,3458,ff4276cc-89ef-11e6-bd72-a45e60e298d3
D.J. Wilson,2018-19,163,8.615,133,0.800,1892,8a7dd03d-8124-4597-9829-fd83b6c9690e
Jarell Martin,2015-16,163,22.207,131,0.977,734,ff41952b-89ef-11e6-9e9a-a45e60e298d3
Mike Scott,2018-19,163,5.494,143,1.000,2967,ff4161eb-89ef-11e6-a423-a45e60e298d3
O.G. Anunoby,2020-21,161,5.514,137,0.986,2920,4603eded-4510-46ea-bd45-33456d037024
Lucas Nogueira,2015-16,160,36.446,127,0.876,439,ff4147e8-89ef-11e6-a064-a45e60e298d3
Thaddeus Young,2018-19,160,3.203,143,0.839,4996,ff42dffd-89ef-11e6-a58a-a45e60e298d3
Willie Cauley-Stein,2021-22,160,42.328,134,0.828,378,ff402fd4-89ef-11e6-b6dd-a45e60e298d3
Ante Zizic,2019-20,160,35.714,137,1.007,448,a98836e1-43d1-490d-a08a-790a9adc0954
Shane Battier,2013-14,160,5.803,132,0.841,2757,ff4203e8-89ef-11e6-a985-a45e60e298d3
Andrew Nicholson,2014-15,159,16.933,127,0.857,939,ff40235e-89ef-11e6-9cca-a45e60e298d3
Quincy Acy,2016-17,159,14.133,138,1.109,1125,ff429f6b-89ef-11e6-86ae-a45e60e298d3
D.J. Wilson,2020-21,159,17.865,141,1.000,890,8a7dd03d-8124-4597-9829-fd83b6c9690e
Terry Taylor,2021-22,159,10.853,141,1.056,1465,0852ab90-243b-4951-bfb0-c536f151cba5
Jeremy Tyler,2013-14,159,21.228,126,0.977,749,ff415cf5-89ef-11e6-9c82-a45e60e298d3
Andrew Nicholson,2016-17,158,23.477,126,0.977,673,ff40235e-89ef-11e6-9cca-a45e60e298d3
P.J. Washington,2019-20,158,4.592,142,0.958,3441,4f137dfc-e973-4510-a032-ddadc67299bc
Drew Gooden,2014-15,158,9.558,127,0.762,1653,ff41c1dc-89ef-11e6-a95d-a45e60e298d3
Greg Oden,2013-14,158,39.109,127,0.767,404,ff418468-89ef-11e6-b26f-a45e60e298d3
Terrence Jones,2015-16,158,7.481,129,0.901,2112,ff4141c5-89ef-11e6-bcb1-a45e60e298d3
Jae'Sean Tate,2021-22,158,3.699,134,0.911,4272,80383c81-b671-4a11-b003-ae08fba34eb8
Giannis Antetokounmpo,2018-19,158,3.133,129,0.860,5043,ff423b75-89ef-11e6-a507-a45e60e298d3
Paul Millsap,2017-18,157,6.883,134,0.669,2281,ff415538-89ef-11e6-9b07-a45e60e298d3
JaVale McGee,2014-15,156,29.490,133,0.818,529,ff41d4eb-89ef-11e6-8055-a45e60e298d3
Ryan Kelly,2013-14,155,5.818,124,1.111,2664,ff4259d9-89ef-11e6-be45-a45e60e298d3
Anthony Tolliver,2019-20,155,8.438,133,0.918,1837,ff4200a1-89ef-11e6-8786-a45e60e298d3
Mike Scott,2020-21,155,8.792,132,1.053,1763,ff4161eb-89ef-11e6-a423-a45e60e298d3
Danilo Gallinari,2018-19,154,3.668,134,0.897,4198,ff41b782-89ef-11e6-a39f-a45e60e298d3
Brandon Bass,2016-17,154,13.604,131,1.008,1132,ff402a33-89ef-11e6-9162-a45e60e298d3
Shawn Marion,2013-14,154,3.323,130,0.763,4635,ff429991-89ef-11e6-a91a-a45e60e298d3
Lauri Markkanen,2017-18,153,3.742,132,1.068,4089,1133f87b-a68a-4342-ac9f-440393984814
Nemanja Bjelica,2015-16,152,7.126,132,0.932,2133,ff4248a8-89ef-11e6-9a62-a45e60e298d3
Derrick Williams,2014-15,152,5.198,128,0.954,2924,ff416e3a-89ef-11e6-9a9d-a45e60e298d3
Patrick Patterson,2015-16,152,4.045,128,0.852,3758,ff4174a1-89ef-11e6-a875-a45e60e298d3
Jerami Grant,2015-16,151,3.587,132,0.917,4210,ff41d0d1-89ef-11e6-aad4-a45e60e298d3
Anthony Davis,2020-21,151,6.366,130,0.869,2372,ff41df59-89ef-11e6-810a-a45e60e298d3
Frank Kaminsky,2015-16,151,4.466,131,0.837,3381,ff403042-89ef-11e6-b2e2-a45e60e298d3
Quincy Acy,2015-16,151,8.431,132,0.947,1791,ff429f6b-89ef-11e6-86ae-a45e60e298d3
Rudy Gay,2019-20,151,5.017,131,0.955,3010,ff4039fa-89ef-11e6-bd79-a45e60e298d3
Al-Farouq Aminu,2018-19,150,3.157,134,0.716,4751,ff41c24a-89ef-11e6-9d40-a45e60e298d3
Andrew Nicholson,2015-16,150,9.387,127,0.769,1598,ff40235e-89ef-11e6-9cca-a45e60e298d3
Zion Williamson,2020-21,150,3.530,127,1.070,4249,62b8039c-85a3-4136-a657-6b4797f54010
Pascal Siakam,2018-19,150,2.862,129,0.826,5241,3ebb6711-5a0a-4810-922a-9ac3826ad193
Jeremy Evans,2013-14,149,6.640,127,0.977,2244,ff429833-89ef-11e6-9c74-a45e60e298d3
Kevin Love,2018-19,149,12.173,122,1.089,1224,ff42aecf-89ef-11e6-8cb8-a45e60e298d3
Dario Saric,2016-17,148,3.394,135,0.691,4360,2012cb09-52c9-4f61-a273-f1b86a12b9ef
Drew Eubanks,2019-20,148,25.042,129,1.054,591,e89c6a2b-0008-4b5b-8298-527871bafc2f
Udonis Haslem,2015-16,147,29.459,132,0.879,499,ff413211-89ef-11e6-8e43-a45e60e298d3
Lavoy Allen,2016-17,146,8.459,120,0.855,1726,ff42a226-89ef-11e6-a036-a45e60e298d3
James Michael McAdoo,2016-17,146,15.801,124,0.702,924,ff42af4a-89ef-11e6-8748-a45e60e298d3
JaKarr Sampson,2020-21,146,21.955,122,0.934,665,ff42a55c-89ef-11e6-be00-a45e60e298d3
Jonas Jerebko,2014-15,146,6.186,125,0.845,2360,ff4137d9-89ef-11e6-ad62-a45e60e298d3
Zeke Nnaji,2021-22,146,10.466,121,1.098,1395,626d8473-63d3-42b6-b234-b45b91cdfe75
Jared Dudley,2014-15,144,4.386,121,0.829,3283,ff4130dc-89ef-11e6-ba64-a45e60e298d3
Isaiah Hartenstein,2018-19,144,31.858,124,0.873,452,370d6957-0b6e-490c-a4c0-73650617fd7b
