,Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total)
904,Robert Sacre,2013-14,13,0.578,12,0.667,2248
905,Luke Kornet,2019-20,13,1.135,13,0.692,1145
906,Jaylen Brown,2018-19,13,0.324,13,1.692,4018
907,Greg Stiemsma,2013-14,13,0.682,11,1.182,1906
908,Tony Bradley,2020-21,13,0.920,13,0.692,1413
909,Dirk Nowitzki,2013-14,13,0.256,12,0.917,5069
910,JJ Hickson,2015-16,13,1.477,12,0.667,880
911,Lucas Nogueira,2016-17,13,0.621,10,1.200,2095
912,Aaron Gordon,2017-18,13,0.331,12,0.667,3924
913,Marshall Plumlee,2016-17,13,3.824,13,1.308,340
914,Willy Hernangomez,2020-21,13,0.730,10,0.900,1781
915,Kyle Lowry,2019-20,13,0.296,11,0.818,4398
916,Rudy Gobert,2020-21,13,0.289,12,1.167,4492
917,Pero Antic,2013-14,13,0.745,12,0.917,1744
918,Cole Aldrich,2016-17,13,1.233,12,1.000,1054
919,Robert Williams III,2019-20,13,1.611,11,0.727,807
920,Trey Lyles,2015-16,13,0.503,12,1.167,2586
921,Thaddeus Young,2018-19,13,0.260,11,0.727,4995
922,Wenyen Gabriel,2019-20,13,2.637,10,1.300,493
923,Joe Harris,2020-21,13,0.294,13,0.692,4427
924,Justin Patton,2020-21,12,2.330,10,0.800,515
925,Gary Clark,2019-20,12,1.007,11,0.818,1192
926,Bismack Biyombo,2014-15,12,0.508,10,0.300,2361
927,Klay Thompson,2017-18,12,0.232,12,0.833,5182
928,Chris Andersen,2016-17,12,5.357,11,0.909,224
929,Nikola Vucevic,2013-14,12,0.341,12,0.750,3517
930,Alex Len,2014-15,12,0.391,12,1.583,3071
931,Andre Iguodala,2018-19,12,0.365,10,0.900,3289
932,Andrew Bogut,2014-15,12,0.376,12,0.833,3194
933,Gorgui Dieng,2013-14,12,0.742,10,1.400,1617
934,Montrezl Harrell,2015-16,12,1.538,12,0.750,780
935,Omer Asik,2013-14,12,0.609,12,1.250,1972
936,James Johnson,2016-17,12,0.290,11,1.182,4135
937,Jason Smith,2014-15,12,0.358,12,1.000,3352
938,Salah Mejri,2015-16,12,1.577,10,0.400,761
939,Otto Porter Jr.,2017-18,12,0.248,11,0.818,4831
940,Gary Clark,2018-19,12,0.935,11,0.636,1283
941,Zach Randolph,2014-15,12,0.277,11,0.545,4333
942,Tyler Hansbrough,2013-14,12,0.654,12,0.833,1836
943,James Ennis III,2018-19,12,0.476,11,0.364,2519
944,Willie Reed,2015-16,12,1.430,12,1.250,839
945,Otto Porter Jr.,2018-19,12,0.345,11,1.000,3482
946,Brook Lopez,2019-20,12,0.309,12,0.500,3886
947,Kyle Anderson,2019-20,12,0.424,10,1.400,2830
948,Ersan Ilyasova,2015-16,12,0.321,12,0.833,3743
949,Lou Amundson,2014-15,12,0.679,12,0.750,1767
950,Mike Scott,2020-21,12,0.681,10,0.700,1761
951,Shane Battier,2013-14,12,0.428,12,0.500,2801
952,Kosta Koufos,2013-14,12,0.476,10,1.000,2523
953,Pat Connaughton,2020-21,12,0.358,12,0.833,3350
954,Jahlil Okafor,2019-20,12,1.222,12,1.083,982
955,Michael Beasley,2013-14,12,0.758,11,1.364,1583
956,Duncan Robinson,2020-21,12,0.267,12,1.333,4494
957,Isaac Bonga,2019-20,12,0.454,12,0.833,2646
958,Chase Budinger,2014-15,12,0.474,11,0.273,2534
959,Vince Carter,2018-19,12,0.417,11,0.636,2880
960,Glenn Robinson III,2019-20,12,0.324,11,1.636,3699
961,Georgios Papagiannis,2016-17,12,1.732,12,0.750,693
962,Bojan Bogdanovic,2020-21,12,0.265,12,0.583,4533
963,Kelly Olynyk,2014-15,12,0.428,10,0.600,2801
964,Quincy Acy,2014-15,12,0.495,10,0.200,2424
965,Greg Smith,2014-15,12,1.683,12,1.167,713
966,Nemanja Bjelica,2015-16,12,0.562,11,0.727,2136
967,Wesley Johnson,2015-16,12,0.361,11,0.727,3322
968,Jonas Jerebko,2017-18,12,0.537,12,0.917,2233
969,Monta Ellis,2013-14,12,0.204,11,0.909,5894
970,Patrick Patterson,2014-15,12,0.291,12,1.333,4124
971,Brandon Bass,2016-17,12,1.058,10,1.400,1134
972,Derrick Jones Jr.,2019-20,12,0.428,10,1.200,2804
973,Kostas Papanikolaou,2014-15,12,0.785,12,0.500,1528
974,Robert Covington,2015-16,12,0.311,11,1.273,3861
975,Zach Randolph,2013-14,12,0.241,12,0.667,4988
976,Cheick Diallo,2017-18,12,0.996,11,1.182,1205
977,Davis Bertans,2016-17,12,0.756,11,0.909,1588
978,Ed Davis,2018-19,12,0.402,11,0.545,2987
979,Marcus Smart,2020-21,12,0.367,10,0.900,3274
980,Nikola Pekovic,2013-14,12,0.357,12,0.750,3366
981,P.J. Tucker,2015-16,12,0.234,12,0.667,5128
982,Michael Beasley,2015-16,12,1.624,12,0.750,739
983,Tyler Zeller,2016-17,11,1.047,10,0.500,1051
984,Brandon Knight,2013-14,11,0.239,11,1.455,4603
985,Brad Wanamaker,2020-21,11,0.508,11,1.182,2164
986,Cole Aldrich,2013-14,11,1.741,10,0.600,632
987,Jonas Valanciunas,2020-21,11,0.302,10,1.100,3647
988,Hollis Thompson,2013-14,11,0.312,11,1.182,3528
989,Jordan Clarkson,2018-19,11,0.248,11,1.000,4444
990,Georges Niang,2020-21,11,0.463,9,0.889,2377
991,Ekpe Udoh,2018-19,11,1.627,10,0.900,676
992,Mirza Teletovic,2016-17,11,0.497,11,0.182,2212
993,Klay Thompson,2016-17,11,0.201,11,1.000,5462
994,Jaden McDaniels,2020-21,11,0.347,10,0.500,3173
995,Carlos Boozer,2014-15,11,0.329,9,0.556,3342
996,Josh Richardson,2018-19,11,0.214,11,1.273,5145
997,Jonas Valanciunas,2014-15,11,0.273,11,0.818,4023
998,Tim Duncan,2013-14,11,0.261,11,0.727,4217
999,Hollis Thompson,2015-16,11,0.253,9,1.000,4355
1000,Dragan Bender,2019-20,11,1.874,11,1.545,587
1001,Dakari Johnson,2017-18,11,3.887,11,0.636,283
1002,Kyle O'Quinn,2018-19,11,1.425,11,0.909,772
1003,Kendrick Perkins,2015-16,11,1.006,9,1.667,1093
1004,Derrick Favors,2020-21,11,0.518,11,0.364,2124
1005,OG Anunoby,2017-18,11,0.364,10,1.100,3018
1006,Cody Martin,2020-21,11,0.635,10,1.200,1732
1007,Semi Ojeleye,2017-18,11,0.486,9,0.889,2262
1008,Deni Avdija,2020-21,11,0.404,11,1.091,2724
1009,Jeff Withey,2013-14,11,0.835,11,0.455,1318
1010,Gordon Hayward,2020-21,11,0.357,10,1.200,3078
1011,Dewayne Dedmon,2014-15,11,0.677,10,1.100,1625
1012,Anthony Tolliver,2019-20,11,0.599,10,0.900,1837
1013,Andre Drummond,2013-14,11,0.215,10,1.100,5107
1014,Cheick Diallo,2018-19,11,0.568,10,1.100,1938
1015,Aaron Gordon,2016-17,11,0.237,10,1.100,4645
1016,Ryan Hollins,2015-16,11,1.251,10,0.800,879
1017,Klay Thompson,2018-19,11,0.198,11,1.000,5559
1018,Vince Carter,2019-20,11,0.598,9,0.444,1838
1019,Blake Griffin,2018-19,11,0.208,11,0.727,5287
1020,Willy Hernangomez,2017-18,11,1.106,9,1.111,995
1021,Patrick Patterson,2015-16,11,0.292,11,1.000,3764
1022,Wilson Chandler,2014-15,11,0.224,10,0.500,4904
1023,Ekpe Udoh,2013-14,11,0.728,11,1.182,1510
1024,Dorell Wright,2013-14,11,0.566,11,0.818,1944
1025,Robert Covington,2014-15,11,0.286,11,0.909,3841
1026,Derrick Williams,2015-16,11,0.395,11,1.000,2788
1027,Damian Jones,2017-18,11,6.286,10,1.182,175
1028,Anthony Bennett,2014-15,11,0.624,11,1.000,1762
1029,Dirk Nowitzki,2016-17,11,0.406,10,1.300,2711
1030,Khem Birch,2017-18,11,0.973,11,0.727,1130
1031,Brandon Ingram,2018-19,11,0.294,9,0.778,3742
1032,Timothe Luwawu-Cabarrot,2020-21,11,0.502,10,1.500,2193
1033,John Henson,2014-15,11,0.469,11,0.818,2345
1034,Thon Maker,2018-19,11,0.550,10,1.100,2001
1035,Dirk Nowitzki,2018-19,11,0.688,11,0.909,1600
1036,Henry Sims,2013-14,11,0.637,9,0.778,1727
1037,Nick Collison,2014-15,11,0.512,9,0.700,2147
1038,Channing Frye,2014-15,11,0.305,11,1.000,3610
1039,Marvin Williams,2017-18,11,0.269,11,0.727,4095
1040,Ben McLemore,2019-20,11,0.319,10,0.900,3447
1041,Tobias Harris,2017-18,11,0.205,10,0.400,5363
1042,Derrick Favors,2013-14,11,0.264,11,1.364,4167
1043,Ryan Anderson,2013-14,11,0.715,10,0.800,1539
1044,Jaren Jackson Jr.,2020-21,11,2.052,11,0.545,536
1045,Hassan Whiteside,2014-15,11,0.509,10,0.900,2160
1046,Brad Wanamaker,2019-20,11,0.389,8,0.875,2827
1047,Brandon Davies,2013-14,11,0.954,10,0.700,1153
1048,Nick Collison,2013-14,10,0.379,10,1.200,2640
1049,Giannis Antetokounmpo,2014-15,10,0.206,10,1.100,4864
1050,DeMarre Carroll,2017-18,10,0.233,9,0.667,4292
1051,Zaza Pachulia,2013-14,10,0.399,9,1.111,2509
1052,Deron Williams,2015-16,10,0.244,10,0.800,4100
1053,Jarell Martin,2015-16,10,1.359,9,1.778,736
1054,Kyle O'Quinn,2013-14,10,0.427,10,1.500,2340
1055,Shawn Long,2016-17,10,2.137,10,1.800,468
1056,Glen Davis,2013-14,10,0.314,9,1.222,3182
1057,Aaron Gordon,2014-15,10,0.633,9,0.556,1580
1058,Kelly Olynyk,2019-20,10,0.375,9,1.222,2664
1059,Anthony Lamb,2020-21,10,1.136,10,0.800,880
1060,Marc Gasol,2019-20,10,0.414,9,1.444,2415
1061,Tobias Harris,2019-20,10,0.199,9,1.000,5015
1062,Anthony Tolliver,2017-18,10,0.286,9,1.667,3498
1063,Nikola Mirotic,2018-19,10,0.370,10,0.700,2700
1064,David West,2013-14,10,0.213,9,0.778,4703
1065,Meyers Leonard,2019-20,10,0.478,10,0.500,2094
1066,Al-Farouq Aminu,2015-16,10,0.212,10,1.600,4710
1067,Keldon Johnson,2020-21,10,0.248,9,0.556,4033
1068,Moritz Wagner,2020-21,10,0.647,10,0.900,1545
1069,Justin Hamilton,2014-15,10,0.739,10,1.000,1353
1070,Marreese Speights,2017-18,10,0.746,10,1.100,1341
1071,Fred VanVleet,2019-20,10,0.251,10,0.700,3989
1072,Collin Sexton,2018-19,10,0.191,10,1.700,5240
1073,Brandon Ingram,2017-18,10,0.244,9,0.667,4105
1074,Pero Antic,2014-15,10,0.488,10,0.400,2049
1075,Dorian Finney-Smith,2018-19,10,0.246,10,1.000,4065
1076,Jared Dudley,2014-15,10,0.304,9,0.900,3288
1077,Mike Muscala,2015-16,10,0.901,10,1.200,1110
1078,Michael Beasley,2017-18,10,0.307,10,0.500,3253
1079,Wesley Matthews,2015-16,10,0.195,10,0.700,5121
1080,Jermaine O'Neal,2013-14,10,0.596,9,1.667,1679
1081,Rudy Gay,2018-19,10,0.268,8,1.125,3738
1082,Ryan Hollins,2014-15,10,1.145,8,0.250,873
1083,Moritz Wagner,2019-20,10,0.552,9,0.778,1813
1084,Jared Dudley,2015-16,10,0.235,10,1.400,4252
1085,Rondae Hollis-Jefferson,2020-21,10,4.566,9,0.667,219
1086,Thaddeus Young,2017-18,10,0.194,10,1.400,5155
1087,Ben Simmons,2019-20,10,0.240,10,0.300,4173
1088,Rudy Gay,2017-18,10,0.413,10,0.700,2420
1089,Donta Hall,2019-20,10,3.650,10,1.500,274
1090,P.J. Tucker,2014-15,10,0.212,10,1.300,4724
1091,Maurice Ndour,2016-17,10,1.527,10,1.700,655
1092,Joel Embiid,2020-21,10,0.305,9,1.444,3278
1093,Dwight Powell,2015-16,10,0.502,9,1.000,1993
1094,Zion Williamson,2019-20,10,0.688,8,1.125,1454
1095,Jonas Jerebko,2014-15,10,0.424,7,0.250,2360
1096,Al Jefferson,2014-15,10,0.262,10,0.700,3810
1097,Kristaps Porzingis,2017-18,10,0.322,10,1.400,3102
1098,Naz Reid,2019-20,10,0.943,10,1.000,1061
1099,Mamadi Diakite,2020-21,10,3.247,10,0.700,308
1100,Nicolo Melli,2020-21,10,0.900,9,0.889,1111
1101,Jae Crowder,2018-19,10,0.224,10,0.900,4469
1102,Reggie Evans,2014-15,10,0.690,9,1.000,1449
1103,David Nwaba,2020-21,10,0.698,10,1.300,1432
1104,Dorian Finney-Smith,2020-21,10,0.259,10,1.000,3866
1105,LaMarcus Aldridge,2014-15,10,0.204,9,1.111,4891
1106,Boban Marjanovic,2017-18,10,1.456,9,0.667,687
1107,Anthony Tolliver,2014-15,10,0.360,8,1.000,2776
1108,Andrew Wiggins,2020-21,10,0.200,8,0.625,4992
1109,Alfonzo McKinnie,2018-19,10,0.472,10,0.700,2120
1110,Samuel Dalembert,2013-14,10,0.319,9,1.667,3138
1111,Carl Landry,2014-15,10,0.426,9,0.889,2345
1112,Mikal Bridges,2020-21,10,0.211,10,0.800,4746
1113,Markieff Morris,2015-16,10,0.304,9,0.889,3290
1114,Alec Peters,2017-18,10,2.227,10,0.900,449
1115,OG Anunoby,2018-19,9,0.318,8,2.250,2826
1116,Chris Paul,2018-19,9,0.240,8,0.250,3748
1117,Mike Muscala,2020-21,9,0.673,7,0.571,1338
1118,Tarik Black,2014-15,9,0.400,9,0.667,2251
1119,Miles Plumlee,2013-14,9,0.232,8,1.750,3878
1120,Victor Claver,2013-14,9,2.557,7,1.000,352
1121,Solomon Hill,2015-16,9,0.513,8,0.125,1754
1122,Lauri Markkanen,2020-21,9,0.334,9,1.444,2694
1123,Carl Landry,2015-16,9,0.781,8,1.125,1153
1124,Mikal Bridges,2018-19,9,0.179,8,0.500,5039
1125,Josh Smith,2013-14,9,0.168,9,0.333,5370
1126,Boban Marjanovic,2018-19,9,0.626,9,0.889,1437
1127,Skal Labissiere,2019-20,9,0.756,8,0.000,1190
1128,Luka Doncic,2020-21,9,0.196,9,0.889,4586
1129,Salah Mejri,2016-17,9,0.539,8,1.250,1671
1130,Brandon Ingram,2016-17,9,0.194,9,0.556,4632
1131,Danuel House Jr.,2018-19,9,0.447,9,0.889,2012
1132,Justin Anderson,2018-19,9,0.882,8,0.625,1020
1133,Jamil Wilson,2017-18,9,1.673,8,0.750,538
1134,Shaun Livingston,2018-19,9,0.449,8,0.500,2003
1135,Kyle Kuzma,2020-21,9,0.227,8,1.000,3957
1136,Robert Covington,2017-18,9,0.175,8,1.500,5156
1137,Jon Leuer,2018-19,9,1.103,8,1.375,816
1138,Marcus Smart,2018-19,9,0.197,9,0.778,4564
1139,Danilo Gallinari,2014-15,9,0.317,8,1.000,2840
1140,Kyle O'Quinn,2015-16,9,0.606,9,1.333,1486
1141,Taurean Prince,2019-20,9,0.232,9,0.556,3880
1142,Eric Gordon,2020-21,9,0.542,9,0.444,1659
1143,John Wall,2020-21,9,0.336,9,0.889,2677
1144,LeBron James,2014-15,9,0.191,9,1.333,4704
1145,Dragan Bender,2018-19,9,0.518,9,0.778,1737
1146,Austin Rivers,2019-20,9,0.263,8,0.500,3422
1147,Patrick Patterson,2013-14,9,0.317,9,0.222,2839
1148,Bojan Bogdanovic,2016-17,9,0.211,9,0.222,4264
1149,Khris Middleton,2013-14,9,0.193,7,0.286,4673
1150,Kelly Olynyk,2013-14,9,0.331,9,1.222,2718
1151,Wilson Chandler,2018-19,9,0.375,9,1.000,2400
1152,Metta World Peace,2013-14,9,1.195,8,0.500,753
1153,Bobby Portis,2016-17,9,0.459,7,0.571,1960
1154,Hassan Whiteside,2016-17,9,0.183,9,1.444,4907
1155,Kemba Walker,2019-20,9,0.252,9,0.333,3574
1156,Jeff Ayres,2014-15,9,1.224,8,0.250,735
1157,Daniel Oturu,2020-21,9,2.894,9,0.222,311
1158,Trevor Booker,2014-15,9,0.310,8,0.875,2905
1159,Damion Lee,2020-21,9,0.402,8,1.000,2241
1160,Lance Stephenson,2018-19,9,0.374,8,1.375,2409
1161,Larry Nance Jr.,2020-21,9,0.413,8,0.750,2180
1162,Javonte Green,2020-21,9,0.920,9,1.444,978
1163,Nikola Vucevic,2018-19,9,0.182,8,1.000,4958
1164,Lance Thomas,2015-16,9,0.349,9,0.889,2582
1165,JaMychal Green,2018-19,9,0.319,8,0.875,2825
1166,Thomas Robinson,2015-16,9,0.496,6,0.833,1813
1167,Andrew Bogut,2018-19,9,3.214,7,1.143,280
1168,Jeff Withey,2016-17,9,1.063,8,0.625,847
1169,Thomas Robinson,2014-15,9,0.564,8,1.000,1596
1170,Jarrell Brantley,2020-21,9,3.136,9,0.667,287
1171,Maurice Harkless,2016-17,9,0.202,9,1.333,4462
1172,Mario Hezonja,2018-19,9,0.368,9,1.889,2444
1173,Tyson Chandler,2019-20,9,1.891,9,1.111,476
1174,Richaun Holmes,2015-16,9,0.630,9,1.333,1428
1175,De'Andre Hunter,2019-20,9,0.210,9,0.667,4291
1176,Matt Barnes,2016-17,9,0.256,8,1.000,3509
1177,Anthony Randolph,2013-14,9,0.826,8,1.375,1090
1178,Trevor Ariza,2018-19,9,0.187,9,1.333,4805
1179,Maurice Harkless,2020-21,9,0.557,8,0.250,1617
1180,Tiago Splitter,2015-16,9,0.777,9,0.222,1158
1181,Jerami Grant,2016-17,9,0.291,8,1.375,3095
1182,Kelly Oubre Jr.,2017-18,9,0.200,8,0.000,4511
1183,Nate Wolters,2013-14,9,0.369,9,0.667,2440
1184,Goga Bitadze,2019-20,9,0.896,9,0.222,1004
1185,Danilo Gallinari,2017-18,9,0.678,8,0.889,1328
1186,Devin Harris,2017-18,9,0.334,8,1.375,2698
1187,Nikola Pekovic,2014-15,9,0.594,9,0.889,1516
1188,Anderson Varejao,2014-15,9,0.747,8,0.500,1205
1189,Malik Monk,2020-21,9,0.498,9,1.000,1809
1190,Jarred Vanderbilt,2019-20,9,9.091,9,0.778,99
1191,Larry Nance Jr.,2015-16,9,0.363,9,0.778,2480
1192,Nikola Mirotic,2015-16,8,0.245,8,0.750,3270
1193,Kawhi Leonard,2018-19,8,0.191,7,1.286,4186
1194,Al Jefferson,2016-17,8,0.440,7,0.857,1817
1195,Davis Bertans,2017-18,8,0.375,7,1.000,2132
1196,Myles Turner,2015-16,8,0.288,7,0.714,2782
1197,Ersan Ilyasova,2020-21,8,2.730,7,0.714,293
1198,Charlie Villanueva,2014-15,8,0.577,8,1.000,1386
1199,Al-Farouq Aminu,2013-14,8,0.202,8,0.750,3958
1200,Caron Butler,2013-14,8,0.296,8,1.125,2701
1201,Jabari Parker,2016-17,8,0.234,7,0.714,3416
1202,Rodney Hood,2020-21,8,0.418,5,0.000,1913
1203,Juancho Hernangomez,2019-20,8,0.450,8,1.625,1779
1204,Frank Kaminsky,2017-18,8,0.218,8,1.625,3674
1205,Andrew Bogut,2013-14,8,0.229,8,0.625,3487
1206,Donatas Motiejunas,2015-16,8,0.725,8,0.875,1104
1207,Derrick Jones Jr.,2020-21,8,0.295,8,1.000,2709
1208,Kevin Seraphin,2013-14,8,0.731,7,0.429,1095
1209,Gerald Green,2018-19,8,0.267,6,1.167,2996
1210,Landry Shamet,2020-21,8,0.278,8,0.500,2881
1211,Dwight Howard,2020-21,8,0.327,8,1.375,2445
1212,James Harden,2016-17,8,0.131,8,0.500,6105
1213,Boris Diaw,2014-15,8,0.209,8,0.375,3829
1214,Justin Jackson,2019-20,8,0.377,8,0.625,2120
1215,Josh Harrellson,2013-14,8,1.299,6,0.857,616
1216,Bruno Fernando,2020-21,8,1.713,8,1.250,467
1217,Paul Pierce,2015-16,8,0.332,8,0.875,2412
1218,Nicolas Batum,2019-20,8,0.854,8,0.750,937
1219,D.J. Wilson,2018-19,8,0.423,6,1.667,1890
1220,Chandler Parsons,2014-15,8,0.185,6,1.333,4324
1221,Andrea Bargnani,2014-15,8,0.531,8,1.000,1506
1222,Alex Poythress,2018-19,8,1.212,8,0.500,660
1223,James Harden,2015-16,8,0.127,8,0.500,6286
1224,Khem Birch,2018-19,8,0.610,7,1.000,1312
1225,Chandler Parsons,2017-18,8,0.589,6,0.833,1359
1226,Kyle Lowry,2013-14,8,0.148,7,0.714,5420
1227,Jonas Jerebko,2015-16,8,0.335,7,0.714,2386
1228,Andrew Nicholson,2016-17,8,1.189,7,0.000,673
1229,Anthony Tolliver,2016-17,8,0.274,7,0.571,2916
1230,Dante Cunningham,2014-15,8,0.257,6,0.667,3115
1231,Anthony Gill,2020-21,8,1.754,8,0.875,456
1232,Alize Johnson,2020-21,8,2.057,8,0.375,389
1233,Miles Plumlee,2018-19,8,2.156,7,0.429,371
1234,Paul George,2020-21,8,0.221,7,1.000,3621
1235,Jonas Jerebko,2016-17,8,0.325,8,0.875,2463
1236,Matt Barnes,2015-16,8,0.187,8,0.500,4275
1237,Cam Reddish,2019-20,8,0.239,7,1.143,3351
1238,Tomas Satoransky,2017-18,8,0.246,6,0.333,3258
1239,Andrew Bogut,2017-18,8,1.786,7,1.714,448
1240,Wendell Carter Jr.,2020-21,8,0.284,8,0.625,2816
1241,Omri Casspi,2017-18,8,0.522,8,0.750,1532
1242,Christian Wood,2018-19,8,1.447,8,1.250,553
1243,Jeff Withey,2014-15,8,1.603,8,1.250,499
1244,Kyrie Irving,2020-21,8,0.205,6,1.000,3911
1245,Paul Millsap,2014-15,8,0.172,8,0.875,4657
1246,Deonte Burton,2018-19,8,1.590,7,1.429,503
1247,Goran Dragic,2020-21,8,0.299,7,0.714,2672
1248,Nemanja Bjelica,2017-18,8,0.291,7,0.286,2753
1249,Khris Middleton,2020-21,8,0.166,8,1.250,4808
1250,Chris Kaman,2014-15,8,0.295,8,0.750,2709
1251,Rudy Gay,2015-16,8,0.165,8,0.250,4850
1252,Patrick Patterson,2016-17,8,0.256,8,0.750,3129
1253,Guerschon Yabusele,2018-19,8,1.547,8,1.125,517
1254,Wes Iwundu,2017-18,8,0.397,8,1.250,2016
1255,Andrew Wiggins,2019-20,8,0.205,7,1.000,3906
1256,Jae Crowder,2019-20,8,0.203,8,1.000,3948
1257,Byron Mullens,2013-14,8,0.963,8,1.000,831
1258,Devin Booker,2018-19,8,0.171,8,1.375,4679
1259,Andre Iguodala,2019-20,8,0.932,7,0.429,858
1260,Nick Richards,2020-21,8,6.612,7,1.000,121
1261,Kent Bazemore,2020-21,8,0.284,8,0.375,2821
1262,Desmond Bane,2020-21,8,0.256,5,0.400,3123
1263,Kenrich Williams,2019-20,8,0.455,8,0.250,1759
1264,Fred VanVleet,2020-21,8,0.208,8,0.875,3855
1265,Maurice Harkless,2019-20,8,0.264,8,0.000,3025
1266,Shaun Livingston,2016-17,8,0.299,8,0.875,2678
1267,Deyonta Davis,2016-17,8,1.732,7,2.000,462
1268,Paul George,2019-20,8,0.270,8,0.750,2966
1269,T.J. Warren,2018-19,8,0.283,7,1.286,2831
1270,Anthony Davis,2020-21,8,0.337,7,0.429,2372
1271,Sterling Brown,2020-21,8,0.314,7,1.286,2547
1272,Cristiano Felicio,2015-16,8,1.280,7,0.714,625
1273,Khris Middleton,2017-18,8,0.136,8,0.625,5871
1274,Nick Young,2017-18,7,0.245,7,1.714,2856
1275,Spencer Dinwiddie,2018-19,7,0.176,7,1.000,3977
1276,Nassir Little,2020-21,7,0.545,7,1.143,1285
1277,Dante Cunningham,2018-19,7,0.366,6,0.333,1914
1278,Shawn Marion,2014-15,7,0.338,6,1.167,2073
1279,Terry Rozier,2019-20,7,0.167,7,0.714,4186
1280,Sasha Kaun,2015-16,7,3.743,7,0.714,187
1281,Mario Hezonja,2019-20,7,0.379,7,1.571,1845
1282,Cory Joseph,2020-21,7,0.235,7,1.429,2983
1283,Hassan Whiteside,2017-18,7,0.255,7,0.714,2744
1284,Andrew Nicholson,2013-14,7,0.309,7,1.000,2264
1285,Devin Booker,2016-17,7,0.127,7,1.429,5509
1286,Festus Ezeli,2014-15,7,0.681,7,1.143,1028
1287,Deron Williams,2016-17,7,0.226,7,0.714,3097
1288,Stephen Curry,2018-19,7,0.141,7,0.714,4971
1289,Jayson Tatum,2017-18,7,0.150,7,0.286,4660
1290,Hassan Whiteside,2015-16,7,0.171,6,0.000,4093
1291,Jarred Vanderbilt,2018-19,7,4.698,7,0.714,149
1292,Johnny O'Bryant III,2015-16,7,0.428,7,0.571,1636
1293,Wesley Johnson,2016-17,7,0.431,6,0.667,1624
1294,RJ Barrett,2020-21,7,0.140,6,1.667,5015
1295,Norman Powell,2020-21,7,0.153,6,0.000,4567
1296,Jalen Brunson,2020-21,7,0.205,7,1.286,3415
1297,Brandon Ingram,2019-20,7,0.155,7,0.000,4522
1298,Shaun Livingston,2013-14,7,0.193,7,1.000,3621
1299,Omer Asik,2016-17,7,0.716,7,1.286,977
1300,Drew Gooden,2014-15,7,0.423,7,0.143,1653
1301,JaKarr Sampson,2014-15,7,0.302,7,1.286,2317
1302,Boban Marjanovic,2019-20,7,0.811,7,1.286,863
1303,Ed Davis,2019-20,7,1.135,7,1.571,617
1304,Jrue Holiday,2016-17,7,0.158,7,0.714,4435
1305,Georges Niang,2019-20,7,0.370,7,0.857,1894
1306,Will Barton,2017-18,7,0.130,7,0.429,5375
1307,Bojan Bogdanovic,2014-15,7,0.195,7,1.571,3582
1308,Andrei Kirilenko,2013-14,7,0.444,5,1.000,1576
1309,Jae Crowder,2014-15,7,0.214,6,0.833,3276
1310,Ryan Kelly,2014-15,7,0.297,7,0.857,2357
1311,Kent Bazemore,2019-20,7,0.197,7,0.714,3550
1312,DeMar DeRozan,2018-19,7,0.129,7,1.143,5440
1313,Lamar Stevens,2020-21,7,0.685,7,1.000,1022
1314,Luol Deng,2016-17,7,0.232,7,1.000,3020
1315,Chuck Hayes,2013-14,7,0.501,6,0.333,1396
1316,Anthony Edwards,2020-21,7,0.144,7,1.286,4849
1317,Al Horford,2020-21,7,0.436,6,1.833,1604
1318,Chris Silva,2020-21,7,3.608,7,0.857,194
1319,Boris Diaw,2013-14,7,0.179,6,0.833,3911
1320,Andrea Bargnani,2015-16,7,0.563,6,1.167,1243
1321,Kyle Lowry,2020-21,7,0.212,7,1.000,3307
1322,Patty Mills,2016-17,7,0.199,6,1.167,3513
1323,Tomas Satoransky,2018-19,7,0.157,7,0.857,4456
1324,Carmelo Anthony,2016-17,7,0.139,7,1.143,5036
1325,Andre Iguodala,2017-18,7,0.211,7,1.000,3313
1326,Kevin Knox II,2019-20,7,0.291,7,0.571,2407
1327,Nic Claxton,2019-20,7,1.772,7,1.429,395
1328,Eric Gordon,2019-20,7,0.316,7,0.714,2214
1329,Robert Sacre,2015-16,7,1.097,7,1.429,638
1330,Meyers Leonard,2018-19,7,0.394,7,0.286,1776
1331,Omri Casspi,2015-16,7,0.180,6,0.571,3897
1332,Russell Westbrook,2020-21,7,0.135,6,1.833,5182
1333,Ryan Kelly,2015-16,7,0.740,7,0.000,946
1334,Thabo Sefolosha,2017-18,7,0.438,7,1.571,1600
1335,Mindaugas Kuzminskas,2016-17,7,0.346,6,1.333,2026
1336,Aron Baynes,2013-14,7,0.721,7,1.429,971
1337,Adreian Payne,2014-15,7,0.492,7,0.857,1424
1338,Trey Lyles,2020-21,7,0.971,7,1.143,721
1339,Trevor Ariza,2015-16,7,0.122,6,1.500,5725
1340,DeAndre' Bembry,2020-21,7,0.351,7,0.429,1995
1341,Marvin Williams,2015-16,7,0.153,6,1.000,4581
1342,Anthony Tolliver,2018-19,7,0.315,7,0.714,2225
1343,Jon Leuer,2014-15,7,0.440,6,1.333,1592
1344,Trevor Ariza,2016-17,7,0.122,7,1.286,5727
1345,Cedi Osman,2019-20,7,0.179,7,1.429,3911
1346,Trey Lyles,2016-17,7,0.317,6,0.333,2206
1347,Semi Ojeleye,2018-19,7,0.568,7,1.429,1232
