,Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total)
916,Harrison Barnes,2016-17,176,3.345,155,0.859,5261
917,Jeff Green,2017-18,176,4.707,157,0.887,3739
918,Ivan Rabb,2017-18,176,17.071,152,0.993,1031
919,Mirza Teletovic,2013-14,176,6.730,143,0.833,2615
920,Giannis Antetokounmpo,2017-18,176,3.259,151,0.974,5401
921,Boris Diaw,2016-17,176,7.276,145,1.020,2419
922,P.J. Tucker,2018-19,175,3.106,155,0.897,5635
923,Paul Millsap,2018-19,175,4.568,153,0.929,3831
924,Kenneth Faried,2017-18,175,18.980,146,1.000,922
925,Anthony Davis,2020-21,175,7.378,149,0.852,2372
926,Boris Diaw,2014-15,174,4.544,148,0.879,3829
927,Ante Zizic,2019-20,174,38.926,148,1.046,447
928,Jon Leuer,2018-19,173,21.201,152,1.052,816
929,Meyers Leonard,2017-18,172,33.858,151,1.007,508
930,Carmelo Anthony,2017-18,172,3.498,149,0.852,4917
931,D.J. Wilson,2018-19,171,9.048,141,0.825,1890
932,Trey Lyles,2017-18,171,6.178,158,0.799,2768
933,Giannis Antetokounmpo,2018-19,171,3.390,138,0.804,5044
934,OG Anunoby,2020-21,171,5.848,146,0.959,2924
935,Boris Diaw,2015-16,170,6.213,146,0.898,2736
936,Mike Scott,2013-14,169,5.953,138,0.921,2839
937,Mike Scott,2018-19,167,5.602,146,1.000,2981
938,JaVale McGee,2015-16,167,23.098,146,0.890,723
939,Elton Brand,2015-16,167,35.914,147,0.967,465
940,Draymond Green,2013-14,167,4.720,145,0.762,3538
941,Grant Williams,2019-20,167,7.654,151,0.771,2182
942,Byron Mullens,2013-14,166,19.976,142,1.124,831
943,Aaron Gray,2013-14,166,24.234,146,0.779,685
944,Marvin Williams,2014-15,166,4.213,142,0.938,3940
945,Jason Smith,2017-18,166,28.473,141,1.161,583
946,Mike Scott,2017-18,164,5.799,143,0.924,2828
947,Carmelo Anthony,2013-14,164,2.957,143,1.056,5547
948,JaKarr Sampson,2020-21,163,24.438,136,0.934,667
949,Thaddeus Young,2016-17,162,3.644,150,1.160,4446
950,P.J. Tucker,2017-18,162,3.546,144,0.965,4569
951,Cody Zeller,2013-14,162,5.884,137,0.855,2753
952,Anthony Tolliver,2014-15,162,5.836,140,1.021,2776
953,Kevon Looney,2016-17,161,17.557,144,0.952,917
954,Jarvis Varnado,2013-14,161,23.266,137,0.906,692
955,Anthony Tolliver,2019-20,161,8.764,138,0.964,1837
956,Mike Scott,2014-15,160,7.421,139,0.893,2156
957,Dewayne Dedmon,2013-14,160,21.534,141,0.936,743
958,Pascal Siakam,2020-21,160,3.914,130,0.738,4088
959,Ante Zizic,2017-18,160,36.613,137,1.107,437
960,Rudy Gay,2019-20,157,5.218,137,0.979,3009
961,James Johnson,2016-17,156,3.773,137,0.841,4135
962,Pascal Siakam,2018-19,155,2.957,134,0.825,5241
963,Robert Covington,2020-21,155,3.382,139,1.000,4583
964,John Henson,2018-19,154,37.288,137,0.856,413
965,Rondae Hollis-Jefferson,2017-18,154,4.006,139,1.085,3844
966,Al-Farouq Aminu,2016-17,154,4.352,134,0.785,3539
967,Jon Leuer,2014-15,153,9.611,126,0.750,1592
968,Mike Muscala,2014-15,153,15.757,133,0.664,971
969,Ersan Ilyasova,2015-16,153,4.088,130,0.962,3743
970,Meyers Leonard,2013-14,153,21.221,129,1.106,721
971,Blake Griffin,2015-16,152,6.521,133,0.853,2331
972,Thomas Robinson,2013-14,151,8.856,133,0.850,1705
973,Miles Bridges,2020-21,151,3.801,141,0.937,3973
974,Josh Smith,2013-14,150,2.793,125,0.740,5370
975,JaMychal Green,2017-18,150,5.025,126,0.827,2985
976,Norvel Pelle,2019-20,149,31.974,128,1.062,466
977,Mirza Teletovic,2015-16,149,4.298,127,0.859,3467
978,Patrick Patterson,2020-21,149,12.681,135,1.051,1175
979,Dean Wade,2020-21,149,6.127,126,1.079,2432
980,Josh Harrellson,2013-14,149,24.188,127,1.023,616
981,Kevin Love,2018-19,149,12.173,122,1.098,1224
982,DeJuan Blair,2015-16,148,32.456,128,1.000,456
983,Trey Lyles,2018-19,148,6.503,124,0.871,2276
984,Lauri Markkanen,2017-18,148,3.604,129,1.054,4106
985,Thaddeus Young,2017-18,148,2.871,126,0.810,5155
986,Drew Gooden,2013-14,147,21.030,130,1.054,699
987,Marvin Williams,2013-14,147,4.655,134,0.919,3158
988,Ersan Ilyasova,2019-20,146,6.854,123,0.790,2130
989,Chuck Hayes,2014-15,146,29.675,135,0.963,492
990,Danilo Gallinari,2018-19,146,3.418,125,0.897,4271
991,Isaiah Hartenstein,2018-19,146,32.301,126,0.875,452
992,Kenyon Martin,2013-14,145,12.278,125,0.865,1181
993,JaMychal Green,2020-21,145,6.534,120,0.959,2219
994,Patrick Patterson,2016-17,145,4.634,128,0.798,3129
995,Bruno Caboclo,2019-20,144,26.916,134,0.852,535
996,Chris Silva,2019-20,144,20.339,128,1.164,708
997,Grant Williams,2020-21,144,6.180,132,0.962,2330
998,Andrea Bargnani,2015-16,143,11.504,125,0.913,1243
999,Jarell Martin,2015-16,143,19.429,114,0.966,736
1000,Trey Lyles,2015-16,143,5.530,128,0.954,2586
1001,Carmelo Anthony,2019-20,142,3.664,123,0.895,3876
1002,Jonas Jerebko,2018-19,142,5.619,120,1.025,2527
1003,Mfiondu Kabengele,2020-21,142,24.441,129,0.791,581
1004,JaVale McGee,2014-15,142,26.843,121,0.806,529
1005,Andrew Nicholson,2016-17,142,21.100,114,0.957,673
1006,Quincy Acy,2016-17,141,12.522,123,1.041,1126
1007,Dragan Bender,2019-20,141,24.020,119,0.958,587
1008,Lucas Nogueira,2015-16,141,32.045,117,0.908,440
1009,Brandon Bass,2016-17,140,12.346,119,0.966,1134
1010,Jeremy Tyler,2013-14,138,18.158,119,1.033,760
1011,Greg Oden,2013-14,138,33.907,116,0.780,407
1012,Marvin Williams,2016-17,137,3.034,117,0.881,4515
1013,Nick Collison,2015-16,137,9.985,116,0.897,1372
1014,Marcus Morris Sr.,2018-19,136,3.129,116,1.043,4347
1015,Dario Saric,2016-17,136,3.118,125,0.730,4362
1016,Paul Millsap,2017-18,136,5.957,119,0.686,2283
1017,Noah Vonleh,2017-18,135,7.723,118,0.950,1748
1018,Ryan Kelly,2013-14,135,4.987,111,1.168,2707
1019,Moritz Wagner,2018-19,134,14.150,119,0.958,947
1020,Oshae Brissett,2020-21,134,11.754,114,0.870,1140
1021,Dario Saric,2017-18,133,2.846,116,0.922,4674
1022,Rakeem Christmas,2016-17,132,30.415,109,0.891,434
1023,Reggie Perry,2020-21,131,30.046,112,0.965,436
1024,Andrew Nicholson,2015-16,131,8.188,110,0.788,1600
1025,James Johnson,2017-18,131,3.432,117,0.897,3817
1026,Udonis Haslem,2015-16,130,26.052,119,0.874,499
1027,Johnathan Motley,2017-18,130,38.576,103,0.906,337
1028,Jabari Parker,2018-19,130,3.623,111,1.072,3588
1029,Marvin Williams,2019-20,130,5.702,114,0.914,2280
1030,Al-Farouq Aminu,2017-18,130,3.117,109,0.964,4171
1031,Jaren Jackson Jr.,2020-21,129,24.067,112,1.080,536
1032,Bruno Fernando,2020-21,129,27.623,104,0.952,467
1033,Dario Saric,2018-19,129,3.067,109,0.848,4206
1034,Danilo Gallinari,2020-21,128,5.263,111,0.937,2432
1035,Mike Scott,2015-16,127,5.534,108,0.817,2295
1036,Nikola Mirotic,2017-18,127,4.076,113,0.956,3116
1037,Darrell Arthur,2013-14,127,5.425,103,0.913,2341
1038,Dewayne Dedmon,2020-21,127,30.825,110,0.973,412
1039,Deyonta Davis,2016-17,127,27.489,103,0.841,462
1040,Thaddeus Young,2018-19,126,2.523,112,0.821,4995
1041,Derrick Williams,2014-15,125,4.268,107,0.936,2929
1042,Jabari Parker,2019-20,125,6.368,110,0.946,1963
1043,James Michael McAdoo,2016-17,125,13.499,107,0.701,926
1044,Jonas Jerebko,2014-15,124,5.254,106,0.870,2360
1045,Omer Asik,2017-18,124,33.333,104,0.857,372
1046,Darrell Arthur,2014-15,123,6.184,102,0.922,1989
1047,Terrence Jones,2015-16,123,5.818,106,0.888,2114
1048,Hasheem Thabeet,2013-14,123,31.378,103,1.019,392
1049,Jusuf Nurkic,2019-20,123,23.473,107,1.083,524
1050,Shane Battier,2013-14,123,4.391,103,0.738,2801
1051,Patrick Patterson,2018-19,123,6.818,102,1.146,1804
1052,Donatas Motiejunas,2015-16,122,11.051,100,0.840,1104
1053,Andrew Nicholson,2014-15,121,12.859,98,0.864,941
1054,Patrick Patterson,2015-16,121,3.215,104,0.904,3764
1055,Donta Hall,2019-20,120,43.796,102,1.068,274
1056,Paul Millsap,2019-20,120,4.843,98,0.673,2478
1057,Drew Gooden,2014-15,120,7.260,99,0.752,1653
1058,Pascal Siakam,2019-20,120,2.712,105,0.792,4424
1059,Ben Simmons,2018-19,120,2.120,109,1.064,5661
1060,Ersan Ilyasova,2013-14,120,4.303,104,1.010,2789
1061,Tyler Cavanaugh,2017-18,119,11.713,97,1.051,1016
1062,Giannis Antetokounmpo,2016-17,119,2.150,110,0.883,5535
1063,Rondae Hollis-Jefferson,2018-19,119,4.552,113,0.814,2614
1064,Wilson Chandler,2016-17,119,2.714,105,1.000,4385
1065,Jason Thompson,2015-16,119,12.823,109,0.826,928
1066,Nemanja Bjelica,2015-16,119,5.571,104,1.000,2136
1067,Stanley Johnson,2020-21,119,5.702,102,0.902,2087
1068,James Johnson,2019-20,119,8.981,107,1.243,1325
1069,Jared Dudley,2015-16,119,2.799,100,1.049,4252
1070,Bernard James,2014-15,119,38.511,96,0.735,309
1071,Greg Smith,2015-16,118,30.971,95,0.938,381
1072,Shawn Marion,2013-14,117,2.473,100,0.832,4731
1073,Jerami Grant,2015-16,117,2.778,103,0.884,4211
1074,Noah Vonleh,2015-16,117,5.080,106,0.877,2303
1075,Quincy Acy,2015-16,117,6.529,103,0.962,1792
1076,Al-Farouq Aminu,2018-19,117,2.463,107,0.720,4751
1077,Jerami Grant,2018-19,117,2.117,99,0.900,5527
1078,Zach Collins,2017-18,116,5.700,101,0.981,2035
1079,Daniel Orton,2013-14,115,22.417,105,0.858,513
1080,Jae Crowder,2018-19,115,2.573,107,0.850,4469
1081,OG Anunoby,2019-20,115,2.668,98,0.879,4310
1082,Dante Cunningham,2016-17,113,3.369,102,0.892,3354
1083,James Harden,2019-20,113,2.150,102,0.873,5257
1084,Thaddeus Young,2019-20,112,3.371,95,0.865,3322
1085,Larry Nance Jr.,2020-21,112,5.138,101,1.059,2180
1086,Jabari Parker,2015-16,112,2.366,96,0.788,4733
1087,Nikola Pekovic,2015-16,111,38.811,95,0.969,286
1088,JaKarr Sampson,2019-20,111,11.327,96,1.041,980
1089,Kyle Kuzma,2017-18,111,2.229,101,0.931,4980
1090,Jeff Withey,2014-15,111,22.244,95,0.906,499
1091,Rondae Hollis-Jefferson,2019-20,111,4.766,96,0.969,2329
1092,Marshall Plumlee,2016-17,110,32.353,99,1.040,340
1093,Kevon Looney,2019-20,110,20.561,101,0.713,535
1094,JaMychal Green,2018-19,110,3.894,92,1.174,2825
1095,Lavoy Allen,2016-17,109,6.312,89,0.750,1727
1096,Juan Toscano-Anderson,2020-21,107,4.555,97,0.959,2349
1097,Shawn Long,2016-17,107,22.863,94,1.189,468
1098,Jonas Jerebko,2017-18,107,4.792,89,0.956,2233
1099,Tyler Cook,2020-21,107,12.104,97,0.763,884
1100,Kevin Durant,2013-14,107,1.717,90,0.901,6233
1101,Omri Casspi,2013-14,107,4.131,91,0.817,2590
1102,Frank Kaminsky,2015-16,106,3.129,90,0.809,3388
1103,Marcus Morris Sr.,2020-21,106,3.489,96,0.990,3038
1104,Carmelo Anthony,2020-21,106,3.113,92,1.086,3405
1105,Aaron Gordon,2015-16,105,2.818,88,0.727,3726
1106,Andrew Bogut,2018-19,105,37.500,86,0.864,280
1107,Jarell Martin,2017-18,105,3.202,85,0.812,3279
1108,Nemanja Bjelica,2018-19,104,2.706,94,1.085,3844
1109,Joffrey Lauvergne,2014-15,104,19.367,96,0.854,537
1110,Jeremy Evans,2013-14,103,4.492,94,0.883,2293
1111,Dakari Johnson,2017-18,103,36.396,84,0.671,283
1112,Davis Bertans,2019-20,102,2.991,94,0.926,3410
1113,Tobias Harris,2016-17,102,2.022,89,0.736,5045
1114,Stephen Zimmerman,2016-17,102,48.113,85,1.128,212
1115,Jonas Jerebko,2016-17,102,4.141,88,1.056,2463
1116,Brandon Davies,2013-14,102,8.846,90,0.867,1153
1117,Earl Barron,2014-15,102,36.042,85,0.966,283
1118,Markieff Morris,2019-20,101,4.198,86,0.965,2406
1119,Michael Beasley,2013-14,101,6.380,87,1.000,1583
1120,Cory Jefferson,2014-15,101,9.693,81,0.902,1042
1121,Kevin Love,2020-21,100,7.886,91,0.967,1268
1122,Brandan Wright,2016-17,100,11.834,85,0.541,845
1123,Kyle Anderson,2020-21,99,2.513,91,1.055,3939
1124,Jared Dudley,2014-15,99,3.011,82,0.819,3288
1125,Miles Plumlee,2018-19,98,26.415,86,1.093,371
1126,Marvin Williams,2015-16,98,2.139,87,0.747,4581
1127,Rondae Hollis-Jefferson,2016-17,98,2.630,88,1.000,3726
1128,Vincent Poirier,2019-20,97,34.520,88,0.843,281
1129,Giannis Antetokounmpo,2015-16,97,1.753,85,0.767,5533
1130,Mirza Teletovic,2016-17,97,4.385,77,0.823,2212
1131,Udonis Haslem,2016-17,97,37.891,87,0.897,256
1132,Davis Bertans,2017-18,96,4.503,84,0.881,2132
1133,AJ Hammons,2016-17,96,31.373,82,0.916,306
1134,Donta Hall,2020-21,96,25.600,81,0.914,375
1135,Rudy Gay,2020-21,95,3.417,84,0.977,2780
1136,LeBron James,2018-19,95,2.306,85,0.776,4120
1137,Charlie Villanueva,2014-15,94,6.782,82,1.072,1386
1138,Jason Collins,2013-14,94,28.313,78,1.090,332
1139,Kevin Durant,2016-17,94,2.177,82,0.976,4317
1140,Brandan Wright,2015-16,93,22.302,85,1.000,417
1141,Nemanja Bjelica,2016-17,93,3.968,78,0.833,2344
1142,Brandon Davies,2014-15,93,11.032,79,1.088,843
1143,Michael Beasley,2014-15,93,9.480,79,0.807,981
1144,Bojan Bogdanovic,2020-21,93,2.052,83,0.783,4533
1145,Matt Bonner,2014-15,92,5.163,80,0.735,1782
1146,Nicolas Batum,2020-21,92,2.497,81,1.173,3684
1147,Caleb Swanigan,2018-19,91,24.796,78,0.911,367
1148,Mike Muscala,2013-14,90,21.127,76,1.013,426
1149,Nikola Mirotic,2016-17,90,2.711,79,0.899,3320
1150,Pascal Siakam,2016-17,90,5.481,77,1.143,1642
1151,James Harden,2018-19,89,1.544,81,0.878,5763
1152,P.J. Tucker,2014-15,88,1.863,76,0.961,4724
1153,Pascal Siakam,2017-18,88,2.635,74,0.865,3340
1154,Kevin Durant,2018-19,88,1.543,78,0.846,5705
1155,Jerami Grant,2019-20,88,2.296,74,0.757,3832
1156,Joel Anthony,2013-14,87,23.450,75,0.846,371
1157,Marvin Williams,2017-18,87,2.125,78,0.923,4095
1158,Trey Lyles,2019-20,87,3.360,79,1.114,2589
1159,Montrezl Harrell,2015-16,87,11.154,75,1.027,780
1160,Danilo Gallinari,2019-20,86,2.322,76,0.936,3703
1161,Anthony Bennett,2013-14,86,6.590,68,1.088,1305
1162,Bernard James,2013-14,85,29.310,73,0.770,290
1163,Dante Cunningham,2015-16,85,2.146,72,1.056,3961
1164,Anthony Tolliver,2016-17,85,2.915,77,0.835,2916
1165,Mirza Teletovic,2014-15,85,4.950,71,0.903,1717
1166,Michael Beasley,2017-18,83,2.551,71,0.873,3253
1167,Kenyon Martin Jr.,2020-21,83,3.695,75,1.093,2246
1168,Eric Paschall,2019-20,83,2.428,76,1.171,3419
1169,Robert Covington,2019-20,82,1.813,75,1.040,4522
1170,Larry Nance Jr.,2015-16,82,3.306,74,0.973,2480
1171,Dragan Bender,2016-17,82,7.455,68,0.671,1100
1172,Jeff Adrien,2014-15,82,18.938,73,1.055,433
1173,Christian Wood,2018-19,82,14.828,69,0.971,553
1174,Jason Smith,2018-19,81,19.853,69,0.843,408
1175,Josh McRoberts,2016-17,81,11.219,67,1.015,722
1176,Nemanja Bjelica,2020-21,81,6.728,72,1.233,1204
1177,Darius Bazley,2019-20,81,3.459,70,1.070,2342
1178,Michael Kidd-Gilchrist,2018-19,80,3.292,69,1.087,2430
1179,Harrison Barnes,2018-19,80,1.509,71,0.817,5301
1180,Skal Labissiere,2016-17,79,6.551,70,1.014,1206
1181,Tyler Zeller,2018-19,78,40.625,69,0.942,192
1182,T.J. Leaf,2019-20,78,16.525,72,0.736,472
1183,Rashard Lewis,2013-14,78,4.298,57,0.614,1815
1184,Jon Leuer,2017-18,78,27.465,69,0.652,284
1185,Andre Iguodala,2020-21,78,2.938,70,0.686,2655
1186,Rodions Kurucs,2019-20,77,5.256,66,0.955,1465
1187,Jordan Mickey,2017-18,77,14.077,67,0.881,547
1188,Jon Leuer,2013-14,77,6.374,64,0.985,1208
1189,Cameron Oliver,2020-21,77,42.308,69,1.157,182
1190,Tacko Fall,2020-21,76,27.240,73,0.890,279
1191,Sasha Kaun,2015-16,76,40.642,67,0.926,187
1192,Tobias Harris,2014-15,76,1.664,68,1.074,4568
1193,Sam Dekker,2016-17,76,2.595,66,1.104,2929
1194,Al-Farouq Aminu,2014-15,76,2.779,68,0.676,2735
1195,Norvel Pelle,2020-21,75,44.118,66,0.727,170
1196,Zion Williamson,2019-20,75,5.158,65,1.062,1454
1197,Darius Bazley,2020-21,75,2.090,68,0.853,3589
1198,Patrick Patterson,2019-20,75,4.545,64,0.750,1650
1199,Brendan Haywood,2014-15,75,32.468,63,0.730,231
1200,Harrison Barnes,2014-15,75,1.579,71,0.704,4751
1201,Markieff Morris,2020-21,75,3.074,66,0.791,2440
1202,Jerami Grant,2014-15,75,2.717,67,0.897,2760
1203,Nikola Mirotic,2015-16,74,2.263,61,0.839,3270
1204,Guerschon Yabusele,2018-19,74,14.313,70,0.861,517
1205,Ryan Kelly,2014-15,74,3.140,67,0.821,2357
1206,Jaylen Hoard,2020-21,74,11.028,62,1.065,671
1207,Harrison Barnes,2020-21,73,1.677,66,1.076,4353
1208,Harrison Barnes,2017-18,73,1.400,62,0.937,5214
1209,Marcus Morris Sr.,2017-18,72,2.595,64,0.875,2775
1210,Tobias Harris,2015-16,72,1.486,63,1.079,4844
1211,Rui Hachimura,2020-21,72,1.849,65,1.106,3893
1212,Tobias Harris,2019-20,71,1.416,60,0.967,5015
1213,Jabari Parker,2014-15,71,4.853,58,0.833,1463
1214,Luol Deng,2015-16,70,1.489,59,0.746,4701
1215,Harrison Barnes,2019-20,70,1.368,61,1.000,5116
1216,Chris Andersen,2016-17,69,30.804,61,0.885,224
1217,Johnathan Motley,2018-19,69,20.659,57,0.877,334
1218,Giannis Antetokounmpo,2014-15,69,1.419,57,0.860,4864
1219,Lou Amundson,2015-16,69,17.557,59,0.754,393
1220,Aaron Gordon,2017-18,69,1.758,61,0.705,3924
1221,Darrell Arthur,2017-18,69,23.630,61,1.082,292
1222,Al-Farouq Aminu,2015-16,68,1.444,66,1.121,4710
1223,P.J. Tucker,2016-17,68,1.544,58,0.983,4403
1224,DeJuan Blair,2014-15,68,18.785,55,1.071,362
1225,Jalen McDaniels,2020-21,68,3.742,61,0.934,1817
1226,Ersan Ilyasova,2020-21,67,22.867,60,0.803,293
1227,Jared Dudley,2016-17,67,2.392,56,0.696,2801
1228,Anthony Tolliver,2015-16,67,2.569,58,1.067,2608
1229,Marcus Morris Sr.,2014-15,67,1.641,57,1.053,4083
1230,Tobias Harris,2018-19,66,1.108,64,1.344,5954
1231,Jae Crowder,2020-21,65,1.931,59,0.932,3367
1232,Al Harrington,2013-14,64,6.780,55,0.912,944
1233,Chris Boucher,2018-19,64,18.551,55,0.909,345
1234,Nathan Knight,2020-21,64,11.429,55,0.964,560
1235,Josh McRoberts,2014-15,64,11.679,47,0.792,548
1236,Kostas Papanikolaou,2014-15,63,4.123,51,0.679,1528
1237,James Harden,2020-21,63,1.922,57,0.895,3277
1238,LeBron James,2017-18,63,1.024,57,0.895,6150
1239,Dwight Powell,2014-15,63,13.519,56,1.107,466
1240,Arnett Moultrie,2013-14,63,16.195,56,1.069,389
1241,Derrick Williams,2013-14,63,1.773,54,0.800,3554
1242,Nemanja Bjelica,2017-18,62,2.252,54,1.088,2753
1243,Devonte' Graham,2020-21,62,1.864,59,0.932,3326
1244,LeBron James,2016-17,62,1.117,57,0.759,5550
1245,Tobias Harris,2020-21,62,1.495,56,1.071,4146
1246,Tobias Harris,2017-18,62,1.156,58,0.828,5363
1247,James Johnson,2020-21,62,2.843,51,1.096,2181
1248,Christian Wood,2016-17,62,30.846,51,0.846,201
1249,Jimmy Butler,2020-21,62,1.779,56,0.911,3486
1250,Jared Dudley,2018-19,62,2.496,54,0.981,2484
1251,Chris Silva,2020-21,61,31.443,56,1.000,194
1252,Matt Bonner,2013-14,61,4.607,52,0.712,1324
1253,James Johnson,2018-19,61,2.581,51,1.019,2363
1254,Jeff Green,2016-17,61,2.012,59,0.949,3032
1255,Obi Toppin,2020-21,61,4.525,53,1.075,1348
1256,Davis Bertans,2016-17,61,3.841,57,0.860,1588
1257,Jarnell Stokes,2014-15,61,24.400,49,0.860,250
1258,Nicolo Melli,2020-21,61,5.491,53,1.113,1111
1259,Adreian Payne,2015-16,60,6.289,53,1.038,954
1260,Matt Barnes,2016-17,60,1.710,52,1.000,3509
1261,Luke Babbitt,2016-17,60,2.869,53,0.815,2091
1262,Georgios Papagiannis,2017-18,60,24.691,53,1.019,243
1263,Wilson Chandler,2019-20,60,3.891,57,0.966,1542
1264,Ray Spalding,2018-19,59,18.971,53,1.204,311
1265,Joe Johnson,2017-18,59,2.475,55,1.000,2384
1266,Shawne Williams,2013-14,59,3.915,53,0.849,1507
1267,Kevin Durant,2020-21,59,2.421,52,0.962,2437
1268,Jeff Ayres,2015-16,59,27.700,48,1.020,213
1269,Anthony Tolliver,2018-19,58,2.607,52,0.755,2225
1270,Jaylen Brown,2020-21,58,1.412,52,0.885,4107
1271,Kyle Kuzma,2019-20,58,1.814,52,1.075,3198
1272,Nic Claxton,2019-20,58,14.684,50,0.961,395
1273,Juwan Morgan,2020-21,58,18.831,55,1.000,308
1274,Aaron Gordon,2018-19,58,1.120,52,0.868,5178
1275,Carl Landry,2013-14,57,12.311,46,1.043,463
1276,Joel Anthony,2015-16,57,31.492,49,1.102,181
1277,Lou Amundson,2013-14,57,16.056,51,0.808,355
1278,Damian Jones,2017-18,57,32.571,46,0.922,175
1279,Miles Bridges,2018-19,57,1.640,51,0.608,3476
1280,Jonas Jerebko,2015-16,57,2.389,49,0.857,2386
1281,D.J. Wilson,2019-20,56,7.152,44,1.136,783
1282,Ben Simmons,2017-18,56,1.001,48,0.875,5593
1283,Miles Bridges,2019-20,56,1.428,47,1.043,3922
1284,Mamadi Diakite,2020-21,56,18.182,53,0.736,308
1285,Jack Cooley,2014-15,56,31.285,47,0.813,179
1286,Shavlik Randolph,2014-15,56,22.490,51,0.923,249
1287,Paul Reed,2020-21,55,15.193,46,0.915,362
1288,Nazr Mohammed,2014-15,55,22.917,49,1.143,240
1289,Jordan Mickey,2016-17,55,19.298,45,1.000,285
1290,Trey Lyles,2016-17,55,2.493,47,1.085,2206
1291,Kevin Durant,2017-18,55,1.133,47,0.646,4856
1292,Derrick Williams,2016-17,55,3.505,50,0.960,1569
1293,Jae Crowder,2014-15,55,1.679,46,0.804,3276
1294,Chris McCullough,2015-16,55,7.586,49,1.082,725
1295,Sekou Doumbouya,2020-21,54,3.087,53,0.962,1749
1296,Anthony Bennett,2016-17,54,10.588,46,1.000,510
1297,Jonathan Isaac,2018-19,54,1.364,46,0.935,3959
1298,Cristiano Felicio,2020-21,54,32.143,39,0.846,168
1299,Maurice Harkless,2016-17,54,1.210,45,0.696,4462
1300,Jeff Green,2015-16,54,1.240,46,0.766,4355
1301,Juancho Hernangomez,2019-20,53,2.979,49,1.102,1779
1302,Johnny O'Bryant III,2014-15,53,7.715,45,1.022,687
1303,Mikal Bridges,2019-20,53,1.253,44,1.045,4230
1304,Chase Budinger,2014-15,53,2.092,46,0.813,2534
1305,Johnny O'Bryant III,2015-16,53,3.240,48,0.917,1636
1306,Taurean Prince,2019-20,53,1.366,45,0.848,3880
1307,Jabari Parker,2016-17,52,1.522,45,0.848,3416
1308,Admiral Schofield,2019-20,52,6.851,49,1.260,759
1309,Drew Gooden,2015-16,52,8.333,47,0.851,624
1310,Jonas Jerebko,2013-14,52,3.611,50,0.900,1440
1311,Jared Sullinger,2016-17,52,23.423,44,1.091,222
1312,Sam Dekker,2017-18,52,2.840,49,0.776,1831
1313,Blake Griffin,2019-20,52,5.366,46,0.891,969
1314,Jae Crowder,2017-18,52,1.227,42,0.581,4238
1315,Troy Brown Jr.,2019-20,52,1.377,47,0.915,3776
1316,Ekpe Udoh,2014-15,51,20.319,44,0.826,251
1317,Tibor Pleiss,2015-16,51,31.875,42,0.667,160
1318,Anthony Tolliver,2017-18,51,1.458,44,1.045,3498
1319,Jack Cooley,2017-18,51,31.481,41,0.721,162
1320,Anderson Varejao,2016-17,51,26.154,40,0.800,195
1321,Shayne Whittington,2014-15,51,25.000,42,0.930,204
1322,Udonis Haslem,2018-19,51,31.098,48,0.875,164
1323,Derrick Jones Jr.,2019-20,50,1.783,43,1.116,2804
1324,Justise Winslow,2017-18,50,1.512,47,0.830,3306
1325,Derrick Williams,2015-16,50,1.793,43,0.907,2788
1326,Derrick Jones Jr.,2018-19,50,2.163,43,0.837,2312
1327,Wesley Johnson,2013-14,50,1.084,45,0.956,4613
1328,Daniel Oturu,2020-21,50,16.077,44,0.891,311
1329,Marcus Morris Sr.,2013-14,50,1.403,42,0.929,3564
1330,Alen Smailagic,2020-21,50,27.624,43,0.886,181
1331,Ryan Kelly,2015-16,50,5.285,44,0.909,946
1332,Andrew Wiggins,2020-21,50,1.002,45,0.933,4992
1333,Alex Poythress,2018-19,49,7.424,43,0.818,660
1334,Mike Scott,2019-20,49,1.988,45,0.978,2465
1335,Rudy Gay,2018-19,49,1.311,44,0.773,3738
1336,Guerschon Yabusele,2017-18,49,10.493,45,1.178,467
1337,Jarell Martin,2016-17,48,4.368,42,0.886,1099
1338,Georges Niang,2020-21,48,2.019,36,0.917,2377
1339,Rudy Gay,2014-15,48,1.002,41,0.860,4790
1340,KZ Okpala,2020-21,48,5.418,41,0.905,886
1341,Jeremy Evans,2014-15,48,9.677,39,0.525,496
1342,Henry Ellenson,2017-18,48,7.284,43,1.140,659
1343,Vince Carter,2018-19,48,1.667,43,0.884,2880
1344,Henry Walker,2014-15,48,3.954,42,0.905,1214
1345,Deyonta Davis,2018-19,47,18.504,46,0.913,254
1346,LeBron James,2019-20,47,0.979,40,1.225,4799
1347,Chimezie Metu,2019-20,47,21.860,39,1.250,215
1348,Marcus Morris Sr.,2019-20,47,1.198,44,1.045,3924
1349,Luc Mbah a Moute,2016-17,47,1.307,44,1.136,3596
1350,Robbie Hummel,2014-15,47,3.289,43,1.093,1429
1351,Josh Jackson,2018-19,47,1.131,40,0.875,4157
1352,Jaden McDaniels,2020-21,47,1.481,43,1.023,3173
1353,Danuel House Jr.,2019-20,47,1.151,45,1.044,4084
1354,Hedo Turkoglu,2013-14,47,6.136,42,0.884,766
1355,Damian Jones,2016-17,47,27.647,34,1.083,170
1356,Thanasis Antetokounmpo,2020-21,47,3.943,39,0.929,1192
1357,Jimmy Butler,2019-20,47,1.195,43,0.860,3933
1358,Vince Carter,2019-20,47,2.557,40,0.675,1838
1359,Thomas Bryant,2017-18,47,31.757,36,1.027,148
