,Screener Defender,Season,Picks,Picks Per 100 Possessions,Possessions,Points Per Chance,Possessions (Total)
458,Chris Bosh,2014-15,551,19.020,480,0.893,2897
459,Ian Mahinmi,2019-20,549,32.543,459,1.024,1687
460,Al Horford,2020-21,548,34.165,478,1.019,1604
461,Jason Smith,2015-16,548,23.930,475,0.832,2290
462,Kevin Love,2019-20,546,15.079,483,1.031,3621
463,  Nene,2017-18,545,34.981,456,0.903,1558
464,Frank Kaminsky,2016-17,542,13.987,468,0.958,3875
465,Alexis Ajinca,2015-16,539,31.337,458,0.888,1720
466,Robert Sacre,2013-14,538,23.932,452,0.763,2248
467,Anthony Davis,2019-20,536,11.975,471,0.839,4476
468,Patrick Patterson,2017-18,536,22.474,442,0.958,2385
469,Jared Sullinger,2014-15,530,17.169,460,0.881,3087
470,Aron Baynes,2014-15,529,23.883,455,0.838,2215
471,Julius Randle,2016-17,528,12.110,476,1.104,4360
472,Jason Thompson,2014-15,527,13.471,452,0.952,3912
473,Christian Wood,2019-20,523,19.766,445,0.933,2646
474,Tiago Splitter,2013-14,522,20.632,460,0.851,2530
475,JaVale McGee,2016-17,522,33.312,464,0.910,1567
476,Marcin Gortat,2018-19,519,33.833,440,1.002,1534
477,Tony Bradley,2020-21,519,36.730,442,0.946,1413
478,Miles Plumlee,2015-16,519,30.494,436,0.815,1702
479,Dirk Nowitzki,2013-14,518,10.219,453,0.911,5069
480,Julius Randle,2018-19,517,10.891,433,1.043,4747
481,Isaiah Roby,2020-21,516,17.269,446,0.956,2988
482,Markieff Morris,2018-19,513,19.271,404,0.993,2662
483,Montrezl Harrell,2016-17,511,23.387,450,1.020,2185
484,Alexis Ajinca,2014-15,510,28.349,439,0.861,1799
485,Maxi Kleber,2019-20,508,13.140,438,0.900,3866
486,Joel Embiid,2016-17,508,32.050,432,0.889,1585
487,Kevin Love,2016-17,507,13.395,435,0.856,3785
488,Khem Birch,2018-19,506,38.567,429,0.886,1312
489,Nikola Pekovic,2014-15,506,33.377,445,0.857,1516
490,Andrea Bargnani,2013-14,502,21.629,428,0.933,2321
491,Justin Hamilton,2016-17,501,20.814,432,0.991,2407
492,Moritz Wagner,2019-20,500,27.579,430,1.090,1813
493,Drew Eubanks,2020-21,497,31.717,431,0.914,1567
494,Myles Turner,2015-16,493,17.721,418,0.917,2782
495,Dwight Powell,2017-18,493,14.917,430,1.018,3305
496,Cole Aldrich,2015-16,491,31.294,414,0.831,1569
497,Kelly Olynyk,2016-17,490,15.919,435,0.902,3078
498,LaMarcus Aldridge,2020-21,490,35.688,418,1.002,1373
499,Draymond Green,2018-19,487,11.154,417,0.885,4366
500,Zach Randolph,2014-15,487,11.239,411,0.868,4333
501,Channing Frye,2014-15,485,13.435,407,0.925,3610
502,David West,2013-14,485,10.313,409,0.857,4703
503,  Nene,2014-15,485,14.814,411,0.926,3274
504,Al Horford,2013-14,484,25.827,407,0.935,1874
505,John Collins,2020-21,482,12.761,412,1.002,3777
506,Draymond Green,2015-16,482,8.207,419,0.911,5873
507,Kenneth Faried,2014-15,481,11.630,415,0.931,4136
508,Tristan Thompson,2013-14,481,9.719,416,0.940,4949
509,Roy Hibbert,2016-17,480,35.242,409,0.933,1362
510,  Nene,2013-14,480,15.821,401,0.980,3034
511,Tony Bradley,2019-20,480,35.139,414,0.955,1366
512,Festus Ezeli,2015-16,478,30.101,400,0.832,1588
513,Glen Davis,2013-14,477,14.991,407,0.839,3182
514,Markieff Morris,2013-14,477,11.179,393,0.896,4267
515,Derrick Favors,2016-17,477,21.314,412,0.952,2238
516,Nick Collison,2013-14,474,17.955,367,0.777,2640
517,Kevin Garnett,2013-14,472,23.320,374,0.826,2024
518,Amar'e Stoudemire,2015-16,472,31.827,416,0.905,1483
519,Salah Mejri,2017-18,471,33.053,399,0.854,1425
520,Hassan Whiteside,2020-21,470,41.264,406,0.966,1139
521,Kyle O'Quinn,2015-16,470,31.629,398,0.833,1486
522,Amir Johnson,2013-14,468,11.409,401,0.856,4102
523,Amir Johnson,2015-16,468,12.986,407,0.868,3604
524,JaVale McGee,2020-21,468,33.742,376,0.856,1387
525,Cody Zeller,2017-18,467,36.743,382,1.018,1271
526,Daniel Gafford,2019-20,467,37.182,401,0.869,1256
527,Luke Kornet,2018-19,466,30.065,401,0.966,1550
528,Spencer Hawes,2014-15,465,18.615,395,0.940,2498
529,JaVale McGee,2017-18,464,36.335,396,0.903,1277
530,Ersan Ilyasova,2018-19,463,17.712,383,0.864,2614
531,Pero Antic,2014-15,461,22.499,405,0.875,2049
532,Joakim Noah,2018-19,460,32.578,387,0.879,1412
533,Kyle O'Quinn,2013-14,456,19.487,398,0.775,2340
534,Marreese Speights,2015-16,453,27.175,386,0.913,1667
535,Spencer Hawes,2016-17,452,28.250,386,1.015,1600
536,John Henson,2019-20,451,36.967,380,0.890,1220
537,Kenneth Faried,2013-14,451,10.160,384,0.921,4439
538,Harry Giles III,2019-20,451,32.446,384,0.977,1390
539,Ed Davis,2014-15,450,12.587,384,0.877,3575
540,David Lee,2013-14,449,10.042,374,0.782,4471
541,Paul Millsap,2014-15,448,9.620,377,0.781,4657
542,Bruno Fernando,2019-20,447,29.920,382,0.892,1494
543,Anthony Davis,2014-15,445,9.488,383,0.829,4690
544,Carlos Boozer,2014-15,444,13.285,397,0.888,3342
545,Zach Collins,2018-19,443,16.092,380,0.982,2753
546,P.J. Washington,2020-21,443,11.153,395,0.917,3972
547,Dwight Powell,2019-20,443,21.257,368,1.040,2084
548,Dewayne Dedmon,2014-15,441,27.138,385,0.861,1625
549,Jordan Hill,2013-14,440,14.662,385,0.964,3001
550,Brandon Bass,2014-15,438,11.368,378,0.776,3853
551,Kristaps Porzingis,2016-17,437,10.142,366,0.866,4309
552,Lavoy Allen,2014-15,437,21.401,386,0.918,2042
553,Bobby Portis,2019-20,435,15.328,370,0.912,2838
554,Mo Bamba,2020-21,435,29.332,377,0.977,1483
555,Draymond Green,2016-17,434,8.429,383,0.889,5149
556,Jason Thompson,2013-14,434,11.335,382,0.917,3829
557,P.J. Tucker,2019-20,434,8.300,380,0.908,5229
558,Dirk Nowitzki,2015-16,433,9.537,374,0.851,4540
559,Tyler Zeller,2015-16,432,29.917,392,0.897,1444
560,Ekpe Udoh,2017-18,432,26.899,374,0.906,1606
561,John Collins,2019-20,431,14.796,375,0.987,2913
562,Kosta Koufos,2018-19,429,39.649,375,0.913,1082
563,Jahlil Okafor,2019-20,427,43.483,362,0.989,982
564,Quincy Acy,2017-18,427,15.981,368,0.979,2672
565,  Nene,2018-19,427,38.503,349,0.952,1109
566,Kris Humphries,2013-14,424,16.073,375,0.889,2638
567,Mike Muscala,2016-17,423,17.139,363,0.973,2468
568,Frank Kaminsky,2019-20,423,26.755,358,0.912,1581
569,Jermaine O'Neal,2013-14,422,25.134,359,0.831,1679
570,Serge Ibaka,2016-17,421,8.830,359,0.909,4768
571,Daniel Theis,2017-18,421,23.839,352,0.880,1766
572,David Lee,2015-16,421,23.402,348,0.935,1799
573,Lavoy Allen,2013-14,420,19.161,362,0.912,2192
574,Meyers Leonard,2015-16,420,16.166,358,0.981,2598
575,Kelly Olynyk,2019-20,418,15.691,361,0.937,2664
576,Brandon Bass,2013-14,418,9.524,364,0.946,4389
577,Ian Mahinmi,2018-19,417,41.534,341,0.879,1004
578,Kelly Olynyk,2013-14,415,15.269,352,0.856,2718
579,Anthony Davis,2013-14,414,9.095,343,0.815,4552
580,Lou Amundson,2014-15,414,23.430,358,0.821,1767
581,Mike Muscala,2020-21,411,30.717,345,0.903,1338
582,Thon Maker,2019-20,411,26.602,350,1.080,1545
583,Ryan Anderson,2015-16,410,10.164,356,0.914,4034
584,Luke Kornet,2019-20,409,35.721,334,0.922,1145
585,Kenneth Faried,2015-16,409,12.213,357,1.005,3349
586,John Henson,2015-16,409,21.790,325,0.748,1877
587,Paul Millsap,2013-14,408,8.502,356,0.848,4799
588,Justin Hamilton,2014-15,408,30.155,347,0.955,1353
589,Joffrey Lauvergne,2015-16,408,19.806,363,0.984,2060
590,Serge Ibaka,2014-15,408,9.787,346,0.803,4169
591,Gorgui Dieng,2013-14,407,25.170,350,0.921,1617
592,Brandan Wright,2013-14,406,19.795,354,0.891,2051
593,Kristaps Porzingis,2015-16,405,10.282,359,0.821,3939
594,Taj Gibson,2017-18,405,7.468,349,0.881,5423
595,Chuck Hayes,2013-14,404,28.940,348,0.891,1396
596,Kelly Olynyk,2018-19,404,11.056,348,0.915,3654
597,Taj Gibson,2015-16,401,10.495,349,0.986,3821
598,Chris Bosh,2015-16,400,11.768,343,0.855,3399
599,Richaun Holmes,2017-18,400,26.127,350,0.924,1531
600,Taj Gibson,2013-14,396,9.099,338,0.866,4352
601,Ivica Zubac,2016-17,396,31.255,350,0.949,1267
602,Dewayne Dedmon,2015-16,395,28.417,339,0.853,1390
603,Jason Maxiell,2014-15,394,23.190,336,0.859,1699
604,LaMarcus Aldridge,2013-14,394,8.011,343,0.922,4918
605,Noah Vonleh,2018-19,394,11.244,333,0.970,3504
606,Channing Frye,2017-18,393,27.696,344,0.986,1419
607,Josh Smith,2014-15,393,8.510,332,0.776,4618
608,Pero Antic,2013-14,393,22.534,333,0.801,1744
609,Taj Gibson,2014-15,391,12.139,327,0.900,3221
610,Joey Dorsey,2014-15,390,22.807,339,0.843,1710
611,David West,2014-15,390,10.630,325,0.874,3669
612,Amir Johnson,2018-19,390,34.821,330,0.938,1120
613,Ryan Anderson,2014-15,387,12.193,335,0.985,3174
614,Kenneth Faried,2016-17,386,14.801,324,1.009,2608
615,Taj Gibson,2018-19,385,10.969,309,1.038,3510
616,Glen Davis,2014-15,385,21.715,313,0.858,1773
617,Dirk Nowitzki,2018-19,384,24.000,337,0.942,1600
618,Henry Sims,2013-14,384,22.235,332,0.896,1727
619,Alan Williams,2016-17,384,26.428,337,0.885,1453
620,Damian Jones,2020-21,383,33.685,330,0.931,1137
621,Precious Achiuwa,2020-21,381,25.165,336,0.912,1514
622,Tyler Hansbrough,2013-14,381,20.752,331,0.745,1836
623,Chris Boucher,2019-20,378,22.209,316,0.934,1702
624,Thon Maker,2016-17,377,35.135,306,1.010,1073
625,Skal Labissiere,2019-20,377,31.681,321,0.963,1190
626,Draymond Green,2014-15,376,7.362,327,0.803,5107
627,Jason Smith,2013-14,375,23.467,311,0.990,1598
628,Greg Monroe,2018-19,372,36.868,320,0.852,1009
629,Andrew Bogut,2016-17,372,33.544,312,0.818,1109
630,Tiago Splitter,2014-15,371,18.485,319,0.814,2007
631,Festus Ezeli,2014-15,371,36.089,316,0.744,1028
632,Frank Kaminsky,2020-21,370,25.730,316,0.981,1438
633,Blake Griffin,2014-15,369,8.006,321,1.012,4609
634,Boban Marjanovic,2019-20,367,42.526,298,0.947,863
635,Kenneth Faried,2018-19,366,24.351,317,0.997,1503
636,Khem Birch,2019-20,365,19.561,309,0.997,1866
637,Ryan Anderson,2016-17,365,8.422,323,0.884,4334
638,Ian Mahinmi,2016-17,364,32.911,307,0.867,1106
639,Cole Aldrich,2016-17,364,34.535,312,0.984,1054
640,Serge Ibaka,2015-16,363,7.214,300,0.760,5032
641,Thaddeus Young,2013-14,363,6.525,316,1.050,5563
642,Kris Humphries,2016-17,362,26.579,315,0.950,1362
643,Marreese Speights,2013-14,361,18.580,305,0.912,1943
644,Salah Mejri,2018-19,361,44.240,309,1.051,816
645,Kyle O'Quinn,2014-15,360,22.684,307,0.874,1587
646,Jeff Withey,2015-16,358,29.272,313,0.873,1223
647,Mike Muscala,2018-19,357,12.991,313,0.911,2748
648,Jeff Ayres,2013-14,357,18.989,319,0.829,1880
649,Al Jefferson,2017-18,357,37.579,315,1.034,950
650,Isaiah Hartenstein,2020-21,356,31.449,300,0.888,1132
651,Kendrick Perkins,2015-16,354,32.388,295,0.900,1093
652,Alexis Ajinca,2016-17,353,29.839,297,0.944,1183
653,Terrence Jones,2016-17,350,13.571,313,1.025,2579
654,Marreese Speights,2017-18,350,26.100,298,0.931,1341
655,Onyeka Okongwu,2020-21,349,28.397,296,0.970,1229
656,Thon Maker,2018-19,348,17.391,285,0.941,2001
657,Goga Bitadze,2020-21,348,29.195,301,0.970,1192
658,Miles Plumlee,2016-17,348,37.100,284,1.017,938
659,Marvin Bagley III,2020-21,348,15.085,303,1.161,2307
660,Kelly Olynyk,2015-16,347,12.451,304,0.785,2787
661,Udonis Haslem,2014-15,346,18.592,296,0.900,1861
662,Larry Sanders,2014-15,345,29.412,286,0.788,1173
663,Jason Smith,2016-17,343,16.088,284,0.906,2132
664,Tarik Black,2017-18,343,31.439,278,0.915,1091
665,Marquese Chriss,2018-19,342,34.200,285,1.107,1000
666,Jusuf Nurkic,2015-16,341,31.487,290,0.932,1083
667,Marvin Bagley III,2018-19,339,10.186,294,1.070,3328
668,Kevon Looney,2017-18,339,18.344,291,0.966,1848
669,Frank Kaminsky,2018-19,338,22.251,291,0.956,1519
670,Goga Bitadze,2019-20,338,33.665,296,0.911,1004
671,Reggie Evans,2014-15,336,23.188,279,0.872,1449
672,Boban Marjanovic,2015-16,336,34.747,289,0.894,967
673,Omer Asik,2016-17,332,33.982,274,0.953,977
674,Blake Griffin,2017-18,331,8.338,277,0.871,3970
675,Anderson Varejao,2014-15,331,27.469,282,0.808,1205
676,Joffrey Lauvergne,2017-18,330,30.641,274,0.996,1077
677,Terrence Jones,2013-14,329,8.011,282,0.842,4107
678,Draymond Green,2017-18,329,6.896,290,0.870,4771
679,Brook Lopez,2013-14,328,32.347,287,0.945,1014
680,Tarik Black,2014-15,328,14.571,287,0.928,2251
681,Jaren Jackson Jr.,2018-19,327,10.995,280,0.957,2974
682,Moritz Wagner,2020-21,326,21.100,284,0.983,1545
683,Willy Hernangomez,2017-18,326,32.764,277,0.943,995
684,Dragan Bender,2017-18,325,7.563,275,0.940,4297
685,Mike Muscala,2019-20,325,27.061,277,0.854,1201
686,Josh Smith,2015-16,324,18.111,274,0.819,1789
687,Thomas Robinson,2015-16,324,17.871,269,1.070,1813
688,Paul Millsap,2015-16,324,6.114,278,0.823,5299
689,Tiago Splitter,2015-16,324,27.979,279,0.837,1158
690,Joel Freeland,2013-14,322,22.756,282,0.863,1415
691,Cristiano Felicio,2019-20,321,41.313,245,1.024,777
692,Jakob Poeltl,2016-17,320,26.424,274,0.975,1211
693,Marvin Williams,2018-19,317,7.318,276,0.978,4332
694,Larry Sanders,2013-14,315,29.384,279,0.940,1072
695,Tyler Zeller,2016-17,314,29.876,275,0.895,1051
696,Robert Williams III,2019-20,314,38.910,248,1.020,807
697,Samuel Dalembert,2014-15,313,30.359,262,0.864,1031
698,Serge Ibaka,2017-18,313,7.332,279,0.896,4269
699,Ronny Turiaf,2013-14,311,26.047,273,0.861,1194
700,Kevin Seraphin,2013-14,309,28.219,250,0.808,1095
701,Anzejs Pasecniks,2019-20,309,33.734,282,1.042,916
702,Dario Saric,2019-20,308,9.197,265,1.019,3349
703,Marquese Chriss,2017-18,308,9.682,266,1.004,3181
704,Willie Cauley-Stein,2015-16,307,10.704,262,0.875,2868
705,Kevin Seraphin,2015-16,306,29.565,266,0.870,1035
706,Boban Marjanovic,2017-18,306,44.541,253,0.923,687
707,Jordan Bell,2018-19,305,18.700,270,1.000,1631
708,David Lee,2016-17,301,10.319,271,1.033,2917
709,David Lee,2014-15,298,16.249,254,0.779,1834
710,Damian Jones,2018-19,297,35.399,256,1.000,839
711,Ed Davis,2016-17,297,18.632,262,0.970,1594
712,Udonis Haslem,2013-14,296,24.322,242,0.912,1217
713,Gorgui Dieng,2020-21,296,26.079,248,1.020,1135
714,Paul Millsap,2016-17,296,6.289,259,0.885,4707
715,Patrick Patterson,2014-15,295,7.153,253,0.937,4124
716,Blake Griffin,2020-21,294,12.400,266,0.948,2371
717,Ivan Rabb,2018-19,292,20.236,251,0.917,1443
718,Pau Gasol,2018-19,292,38.933,254,0.942,750
719,Andrew Bynum,2013-14,292,29.347,252,0.981,995
720,Omari Spellman,2019-20,292,16.009,254,1.027,1824
721,Naz Reid,2019-20,291,27.427,243,1.065,1061
722,Nerlens Noel,2017-18,290,30.494,246,1.016,951
723,Nicolo Melli,2019-20,290,13.218,235,0.903,2194
724,Trevor Booker,2013-14,288,9.789,242,1.004,2942
725,Vitor Faverani,2013-14,288,30.736,242,0.794,937
726,Richaun Holmes,2015-16,287,20.098,261,1.046,1428
727,Markieff Morris,2017-18,287,7.350,241,0.988,3905
728,Eric Paschall,2020-21,287,19.698,247,0.944,1457
729,Maxi Kleber,2017-18,285,11.885,251,0.957,2398
730,Ivica Zubac,2017-18,285,34.337,235,0.829,830
731,Nic Claxton,2020-21,285,23.476,261,0.769,1214
732,Nazr Mohammed,2013-14,284,27.870,257,0.760,1019
733,Jahlil Okafor,2020-21,283,40.028,239,0.883,707
734,Kevin Garnett,2014-15,283,15.448,237,0.958,1832
735,Kris Humphries,2015-16,280,16.355,240,0.938,1712
736,Taj Gibson,2016-17,279,7.058,246,0.866,3953
737,Jeff Green,2020-21,278,7.283,244,1.061,3817
738,Lavoy Allen,2015-16,277,8.867,244,0.806,3124
739,Dante Cunningham,2017-18,277,8.505,245,1.061,3257
740,Noah Vonleh,2019-20,276,34.328,237,0.846,804
741,Carl Landry,2014-15,276,11.770,242,0.888,2345
742,Jon Leuer,2015-16,274,10.633,246,0.758,2577
743,Mike Muscala,2015-16,274,24.685,220,0.956,1110
744,Marquese Chriss,2016-17,274,7.720,247,1.156,3549
745,Anderson Varejao,2015-16,273,27.943,235,0.925,977
746,Julius Randle,2019-20,273,6.430,238,0.913,4246
747,Bobby Portis,2015-16,272,12.489,244,0.906,2178
748,Reggie Evans,2013-14,272,15.944,235,0.996,1706
749,Lucas Nogueira,2017-18,271,32.378,223,0.911,837
750,Jeff Withey,2016-17,271,31.995,236,1.068,847
751,Chris Kaman,2013-14,271,17.900,249,0.936,1514
752,P.J. Tucker,2020-21,269,9.482,231,1.030,2837
753,Willie Reed,2017-18,269,30.089,228,0.991,894
754,Dwight Howard,2018-19,269,55.579,221,0.889,484
755,Larry Nance Jr.,2016-17,268,9.131,231,0.991,2935
756,Jeff Adrien,2013-14,266,14.347,237,0.878,1854
757,Aron Baynes,2013-14,266,27.394,234,0.954,971
758,Brandon Clarke,2019-20,263,9.353,227,0.978,2812
759,Trevor Booker,2016-17,262,7.232,227,0.978,3623
760,Lauri Markkanen,2020-21,262,9.725,226,1.048,2694
761,Maxi Kleber,2020-21,259,9.512,225,0.969,2723
762,Meyers Leonard,2014-15,258,15.636,228,0.827,1650
763,Jeff Green,2018-19,258,5.949,235,0.941,4337
764,Joakim Noah,2015-16,258,20.219,217,0.914,1276
765,Willie Reed,2015-16,257,30.632,224,1.022,839
766,Julius Randle,2015-16,255,5.617,233,0.944,4540
767,Timofey Mozgov,2017-18,255,34.789,212,0.967,733
768,Jahlil Okafor,2017-18,255,36.850,219,1.063,692
769,Josh McRoberts,2013-14,255,5.813,203,0.908,4387
770,Ekpe Udoh,2018-19,254,37.574,215,1.088,676
771,Nemanja Bjelica,2019-20,254,6.258,212,1.084,4059
772,Luis Scola,2014-15,253,7.818,202,0.623,3236
773,Thomas Bryant,2020-21,252,42.282,218,0.937,596
774,Donatas Motiejunas,2013-14,251,12.945,211,0.967,1939
775,Ryan Anderson,2017-18,251,7.219,212,0.986,3477
776,Ekpe Udoh,2013-14,251,16.623,216,0.991,1510
777,Carl Landry,2015-16,250,21.683,214,1.079,1153
778,Channing Frye,2015-16,250,11.096,212,0.847,2253
779,Lauri Markkanen,2019-20,249,8.056,215,0.862,3091
780,Cheick Diallo,2017-18,247,20.498,220,0.977,1205
781,Jerome Jordan,2014-15,247,33.288,215,0.954,742
782,Domantas Sabonis,2016-17,247,7.623,203,0.956,3240
783,Emeka Okafor,2017-18,246,32.326,210,0.836,761
784,Tarik Black,2015-16,245,25.468,211,0.841,962
785,Kyle O'Quinn,2018-19,245,31.736,217,0.854,772
786,Jeff Withey,2013-14,243,18.437,210,0.840,1318
787,Brandan Wright,2017-18,243,32.574,198,0.871,746
788,Trevor Booker,2017-18,243,10.358,216,0.866,2346
789,Miroslav Raduljica,2013-14,240,27.180,204,0.870,883
790,Noah Vonleh,2016-17,238,9.505,210,0.836,2504
791,Blake Griffin,2016-17,236,5.714,207,0.966,4130
792,Julius Randle,2020-21,235,4.429,200,0.790,5306
793,Markieff Morris,2016-17,234,4.878,202,1.015,4797
794,Andrea Bargnani,2014-15,234,15.538,203,0.951,1506
795,Johnathan Williams,2018-19,233,30.339,200,1.005,768
796,Blake Griffin,2018-19,231,4.369,190,0.879,5287
797,Larry Nance Jr.,2019-20,230,7.718,207,0.933,2980
798,Ryan Hollins,2015-16,230,26.166,193,1.036,879
799,Elton Brand,2014-15,229,24.310,201,0.931,942
800,Joel Freeland,2014-15,229,18.879,198,0.678,1213
801,Ryan Hollins,2013-14,228,23.265,192,0.763,980
802,Ersan Ilyasova,2017-18,228,6.450,198,0.891,3535
803,Furkan Aldemir,2014-15,228,21.714,205,0.913,1050
804,Ersan Ilyasova,2014-15,227,8.885,190,0.762,2555
805,Georgios Papagiannis,2016-17,227,32.756,201,0.975,693
806,Dragan Bender,2018-19,225,12.953,199,0.910,1737
807,Cody Zeller,2014-15,224,7.802,193,0.882,2871
808,Marvin Bagley III,2019-20,224,32.701,188,1.052,685
809,Mitch McGary,2014-15,224,22.558,188,0.895,993
810,Joffrey Lauvergne,2016-17,224,11.499,189,0.889,1948
811,John Collins,2018-19,223,5.695,192,0.979,3916
812,Dante Cunningham,2013-14,222,6.810,186,0.882,3260
813,Cheick Diallo,2019-20,222,22.492,190,1.156,987
814,Boban Marjanovic,2016-17,221,38.569,183,0.921,573
815,Adreian Payne,2014-15,221,15.520,183,0.978,1424
816,Kristaps Porzingis,2017-18,221,7.124,192,0.867,3102
817,Luis Scola,2013-14,220,8.151,185,0.790,2699
818,Rudy Gobert,2013-14,220,26.284,192,0.979,837
819,Andrew Nicholson,2013-14,219,9.673,195,0.995,2264
820,Tyson Chandler,2019-20,218,45.798,193,0.842,476
821,Joel Anthony,2014-15,218,28.129,198,0.841,775
822,Nick Collison,2014-15,217,10.107,181,0.821,2147
823,Jan Vesely,2013-14,217,14.361,190,0.768,1511
824,Markieff Morris,2015-16,215,6.535,187,0.846,3290
825,Terrence Jones,2014-15,215,12.140,186,0.761,1771
826,Boris Diaw,2013-14,214,5.472,180,0.854,3911
827,Brandon Clarke,2020-21,214,7.259,187,0.867,2948
828,Thomas Robinson,2016-17,213,18.950,183,0.935,1124
829,Jae'Sean Tate,2020-21,213,5.007,192,0.922,4254
830,Darrell Arthur,2016-17,212,16.472,182,0.934,1287
831,Luke Kornet,2017-18,212,32.317,176,0.983,656
832,Patrick Patterson,2013-14,212,7.467,185,0.811,2839
833,Ryan Anderson,2013-14,212,13.775,183,1.000,1539
834,Willy Hernangomez,2019-20,212,29.201,178,0.955,726
835,Greg Smith,2014-15,212,29.734,173,0.903,713
836,Mike Scott,2020-21,211,11.982,182,1.033,1761
837,Thaddeus Young,2014-15,211,4.473,194,0.934,4717
838,Robert Williams III,2018-19,210,35.235,174,0.994,596
839,Bobby Portis,2016-17,210,10.714,174,0.926,1960
840,Alex Len,2013-14,210,29.086,185,0.968,722
841,Justin Patton,2020-21,208,40.388,175,0.955,515
842,JaMychal Green,2019-20,208,7.525,178,1.073,2764
843,Tyler Hansbrough,2015-16,208,30.815,172,1.006,675
844,Ed Davis,2019-20,208,33.712,172,0.960,617
845,Jerami Grant,2017-18,208,6.432,185,0.925,3234
846,Khem Birch,2017-18,207,18.319,178,0.972,1130
847,Jeff Green,2019-20,207,10.172,181,0.846,2035
848,Chimezie Metu,2020-21,206,20.296,184,1.016,1015
849,Paul Millsap,2020-21,206,8.953,172,0.926,2301
850,Luke Kornet,2020-21,206,28.933,178,0.972,712
851,Jarred Vanderbilt,2020-21,206,8.548,179,0.906,2410
852,Giannis Antetokounmpo,2020-21,205,4.818,186,0.925,4255
853,Boban Marjanovic,2020-21,205,37.615,174,0.898,545
854,Giannis Antetokounmpo,2019-20,205,4.984,179,0.744,4113
855,Chris Andersen,2015-16,205,26.832,169,0.976,764
856,JaMychal Green,2015-16,204,7.130,180,0.945,2861
857,Ryan Hollins,2014-15,204,23.368,173,0.784,873
858,Frank Kaminsky,2017-18,203,5.525,181,1.049,3674
859,Salah Mejri,2015-16,203,26.675,173,0.819,761
860,JJ Hickson,2015-16,203,23.068,186,0.895,880
861,Gustavo Ayon,2013-14,203,24.547,178,0.885,827
862,Jordan Bell,2017-18,203,12.076,176,0.823,1681
863,Jon Leuer,2016-17,202,5.282,174,0.880,3824
864,Caleb Swanigan,2019-20,201,33.782,168,0.857,595
865,Draymond Green,2019-20,201,7.806,171,1.046,2575
866,Channing Frye,2018-19,200,30.166,170,1.110,663
867,Henry Sims,2015-16,200,37.523,173,0.932,533
868,Isaiah Hartenstein,2019-20,199,34.790,179,0.939,572
869,Thaddeus Young,2015-16,198,4.177,177,0.802,4740
870,Maxi Kleber,2018-19,198,6.458,172,1.035,3066
871,Jonah Bolden,2018-19,195,14.466,175,1.086,1348
872,Andrew Bogut,2017-18,195,43.527,164,0.935,448
873,Trevor Booker,2014-15,194,6.678,166,0.929,2905
874,Quincy Acy,2014-15,193,7.962,170,0.889,2424
875,Zion Williamson,2020-21,192,4.520,162,0.988,4248
876,Robert Sacre,2015-16,192,30.094,172,0.919,638
877,Trevor Booker,2015-16,192,6.184,168,0.852,3105
878,JaMychal Green,2016-17,191,4.742,162,0.796,4028
879,Cristiano Felicio,2015-16,191,30.560,162,0.878,625
880,Lauri Markkanen,2018-19,190,5.651,167,0.959,3362
881,Darrell Arthur,2015-16,188,6.256,160,0.720,3005
882,Ersan Ilyasova,2016-17,188,4.295,152,0.846,4377
883,Shawne Williams,2014-15,187,9.502,159,0.854,1968
884,Paul Pierce,2013-14,187,4.775,155,1.013,3916
885,Kevin Seraphin,2016-17,187,17.542,167,0.941,1066
886,Kyle O'Quinn,2019-20,187,29.730,167,0.994,629
887,Kris Humphries,2014-15,186,7.179,161,0.894,2591
888,Josh McRoberts,2015-16,186,16.146,156,0.892,1152
889,Ed Davis,2013-14,186,10.356,146,0.791,1796
890,Cole Aldrich,2013-14,185,29.272,162,1.000,632
891,Johnny O'Bryant III,2017-18,185,24.026,156,0.905,770
892,D.J. Wilson,2020-21,184,20.674,165,0.964,890
893,Ed Davis,2020-21,184,29.870,150,0.967,616
894,Donatas Motiejunas,2016-17,184,18.642,164,0.841,987
895,Luis Scola,2016-17,183,19.848,165,0.904,922
896,Jeff Ayres,2014-15,183,24.898,163,0.921,735
897,Rui Hachimura,2019-20,182,5.946,154,0.987,3061
898,Luc Mbah a Moute,2014-15,182,4.855,158,0.794,3749
899,Nikola Mirotic,2014-15,182,5.745,162,0.822,3168
900,Luis Scola,2015-16,182,5.835,163,0.926,3119
901,Harry Giles III,2020-21,182,25.069,158,1.013,726
902,Skal Labissiere,2017-18,182,7.389,151,0.816,2463
903,Drew Eubanks,2019-20,181,30.678,155,1.109,590
904,Kyle Kuzma,2018-19,181,3.654,159,0.931,4954
905,Nikola Mirotic,2018-19,180,6.667,153,0.981,2700
906,Dwight Powell,2015-16,180,9.032,160,0.963,1993
907,Anthony Bennett,2014-15,179,10.159,167,1.012,1762
908,Freddie Gillespie,2020-21,178,22.503,159,1.012,791
909,Mike Muscala,2017-18,178,8.176,155,0.943,2177
910,Quincy Acy,2013-14,178,10.808,145,1.075,1647
911,Tobias Harris,2013-14,177,4.957,151,1.053,3571
912,Thomas Robinson,2014-15,177,11.090,156,0.962,1596
913,Omari Spellman,2018-19,176,10.168,151,0.928,1731
914,Jason Maxiell,2013-14,176,18.743,151,0.771,939
915,P.J. Washington,2019-20,176,5.112,156,0.904,3443
